	starting_nt	signal	labels
269	10026817	1.0	0
270	10026917	0.0	0
271	10027017	0.0	0
272	10027117	0.0	0
273	10027217	0.0	0
274	10027317	0.0	0
275	10027417	0.0	0
276	10027517	0.0	0
277	10027617	0.0	0
278	10027717	9.0	0
279	10027817	3.0	0
280	10027917	0.0	0
281	10028017	0.0	0
282	10028117	14.0	0
283	10028217	10.0	0
284	10028317	2.0	0
285	10028417	0.0	0
286	10028517	0.0	0
287	10028617	0.0	0
288	10028717	0.0	0
289	10028817	0.0	0
290	10028917	6.0	0
291	10029017	3.0	0
292	10029117	20.0	0
293	10029217	6.0	0
294	10029317	9.0	0
295	10029417	11.0	0
296	10029517	10.0	0
297	10029617	14.0	0
298	10029717	51.0	0
299	10029817	54.0	0
300	10029917	3.0	0
301	10030017	15.0	0
302	10030117	5.0	0
303	10030217	2.0	0
304	10030317	1.0	0
305	10030417	2.0	0
306	10030517	4.0	0
307	10030617	0.0	0
308	10030717	0.0	0
309	10030817	5.0	0
310	10030917	1.0	0
311	10031017	7.0	0
312	10031117	0.0	0
313	10031217	0.0	0
314	10031317	0.0	0
315	10031417	0.0	0
316	10031517	0.0	0
317	10031617	4.0	0
318	10031717	1.0	0
319	10031817	6.0	0
320	10031917	2.0	0
321	10032017	4.0	0
322	10032117	2.0	0
323	10032217	0.0	0
324	10032317	0.0	0
325	10032417	0.0	0
326	10032517	0.0	0
327	10032617	3.0	0
328	10032717	4.0	0
329	10032817	0.0	0
330	10032917	0.0	0
331	10033017	3.0	0
332	10033117	10.0	0
333	10033217	1.0	0
334	10033317	1.0	0
335	10033417	7.0	0
336	10033517	2.0	0
337	10033617	0.0	0
338	10033717	1.0	0
339	10033817	0.0	0
340	10033917	0.0	0
341	10034017	3.0	0
342	10034117	1.0	0
343	10034217	0.0	0
344	10034317	0.0	0
345	10034417	3.0	0
346	10034517	0.0	0
347	10034617	0.0	0
348	10034717	0.0	0
349	10034817	3.0	0
350	10034917	2.0	0
351	10035017	0.0	0
352	10035117	0.0	0
353	10035217	0.0	0
354	10035317	0.0	0
355	10035417	0.0	0
356	10035517	0.0	0
357	10035617	0.0	0
358	10035717	0.0	0
359	10035817	0.0	0
360	10035917	5.0	0
361	10036017	4.0	0
362	10036117	3.0	0
363	10036217	8.0	0
364	10036317	5.0	0
365	10036417	0.0	0
366	10036517	2.0	0
367	10036617	2.0	0
368	10036717	0.0	0
369	10036817	0.0	0
370	10036917	3.0	0
371	10037017	7.0	0
372	10037117	0.0	0
373	10037217	4.0	0
374	10037317	1.0	0
375	10037417	0.0	0
376	10037517	1.0	0
377	10037617	0.0	0
378	10037717	0.0	0
379	10037817	0.0	0
380	10037917	0.0	0
381	10038017	1.0	0
382	10038117	0.0	0
383	10038217	0.0	0
384	10038317	0.0	0
385	10038417	0.0	0
386	10038517	0.0	0
387	10038617	2.0	0
388	10038717	6.0	0
389	10038817	0.0	0
390	10038917	0.0	0
391	10039017	2.0	0
392	10039117	12.0	0
393	10039217	1.0	0
394	10039317	5.0	0
395	10039417	5.0	0
396	10039517	4.0	0
397	10039617	3.0	0
398	10039717	16.0	0
399	10039817	0.0	0
400	10039917	0.0	0
401	10040017	0.0	0
402	10040117	0.0	0
403	10040217	0.0	0
404	10040317	2.0	0
405	10040417	4.0	0
406	10040517	0.0	0
407	10040617	0.0	0
408	10040717	4.0	0
409	10040817	0.0	0
410	10040917	0.0	0
411	10041017	0.0	0
412	10041117	0.0	0
413	10041217	0.0	0
414	10041317	2.0	0
415	10041417	2.0	0
416	10041517	0.0	0
417	10041617	0.0	0
418	10041717	2.0	0
419	10041817	2.0	0
420	10041917	0.0	0
421	10042017	0.0	0
422	10042117	0.0	0
423	10042217	0.0	0
424	10042317	0.0	0
425	10042417	0.0	0
426	10042517	0.0	0
427	10042617	4.0	0
428	10042717	0.0	0
429	10042817	7.0	0
430	10042917	0.0	0
431	10043017	0.0	0
432	10043117	0.0	0
433	10043217	0.0	0
434	10043317	0.0	0
435	10043417	3.0	0
436	10043517	0.0	0
437	10043617	0.0	0
438	10043717	0.0	0
439	10043817	0.0	0
440	10043917	0.0	0
441	10044017	5.0	0
442	10044117	5.0	0
443	10044217	13.0	0
444	10044317	7.0	0
445	10044417	12.0	0
446	10044517	6.0	0
447	10044617	0.0	0
448	10044717	0.0	0
449	10044817	0.0	0
450	10044917	4.0	0
451	10045017	5.0	0
452	10045117	1.0	0
453	10045217	0.0	0
454	10045317	0.0	0
455	10045417	2.0	0
456	10045517	0.0	0
457	10045617	1.0	0
458	10045717	4.0	0
459	10045817	0.0	0
460	10045917	0.0	0
461	10046017	4.0	0
462	10046117	0.0	0
463	10046217	0.0	0
464	10046317	6.0	0
465	10046417	0.0	0
466	10046517	4.0	0
467	10046617	1.0	0
468	10046717	0.0	0
469	10046817	0.0	0
470	10046917	0.0	0
471	10047017	0.0	0
472	10047117	0.0	0
473	10047217	0.0	0
474	10047317	0.0	0
475	10047417	0.0	0
476	10047517	1.0	0
477	10047617	0.0	0
478	10047717	0.0	0
479	10047817	1.0	0
480	10047917	0.0	0
481	10048017	0.0	0
482	10048117	0.0	0
483	10048217	1.0	0
484	10048317	0.0	0
485	10048417	1.0	0
486	10048517	0.0	0
487	10048617	0.0	0
488	10048717	0.0	0
489	10048817	3.0	0
490	10048917	0.0	0
491	10049017	0.0	0
492	10049117	8.0	0
493	10049217	2.0	0
494	10049317	0.0	0
495	10049417	2.0	0
496	10049517	6.0	0
497	10049617	8.0	0
498	10049717	6.0	0
499	10049817	11.0	0
500	10049917	0.0	0
501	10050017	4.0	0
502	10050117	4.0	0
503	10050217	7.0	0
504	10050317	3.0	0
505	10050417	0.0	0
506	10050517	4.0	0
507	10050617	0.0	0
508	10050717	0.0	0
509	10050817	0.0	0
510	10050917	0.0	0
511	10051017	0.0	0
512	10051117	0.0	0
513	10051217	0.0	0
514	10051317	0.0	0
515	10051417	10.0	0
516	10051517	4.0	0
517	10051617	0.0	0
518	10051717	1.0	0
519	10051817	4.0	0
520	10051917	25.0	0
521	10052017	26.0	0
522	10052117	6.0	0
523	10052217	0.0	0
524	10052317	9.0	0
525	10052417	17.0	0
526	10052517	15.0	0
527	10052617	20.0	0
528	10052717	26.0	0
529	10052817	25.0	0
530	10052917	0.0	0
531	10053017	5.0	0
532	10053117	0.0	0
533	10053217	0.0	0
534	10053317	0.0	0
535	10053417	1.0	0
536	10053517	1.0	0
537	10053617	4.0	0
538	10053717	8.0	0
539	10053817	0.0	0
540	10053917	0.0	0
541	10054017	1.0	0
542	10054117	6.0	0
543	10054217	0.0	0
544	10054317	7.0	0
545	10054417	5.0	0
546	10054517	0.0	0
547	10054617	0.0	0
548	10054717	0.0	0
549	10054817	0.0	0
550	10054917	0.0	0
551	10055017	2.0	0
552	10055117	0.0	0
553	10055217	0.0	0
554	10055317	0.0	0
555	10055417	2.0	0
556	10055517	0.0	0
557	10055617	0.0	0
558	10055717	0.0	0
559	10055817	0.0	0
560	10055917	3.0	0
561	10056017	1.0	0
562	10056117	1.0	0
563	10056217	0.0	0
564	10056317	0.0	0
565	10056417	0.0	0
566	10056517	0.0	0
567	10056617	0.0	0
568	10056717	0.0	0
569	10056817	1.0	0
570	10056917	0.0	0
571	10057017	0.0	0
572	10057117	0.0	0
573	10057217	4.0	0
574	10057317	0.0	0
575	10057417	5.0	0
576	10057517	3.0	0
577	10057617	0.0	0
578	10057717	5.0	0
579	10057817	1.0	0
580	10057917	0.0	0
581	10058017	0.0	0
582	10058117	2.0	0
583	10058217	0.0	0
584	10058317	2.0	0
585	10058417	3.0	0
586	10058517	0.0	0
587	10058617	1.0	0
588	10058717	0.0	0
589	10058817	2.0	0
590	10058917	0.0	0
591	10059017	0.0	0
592	10059117	0.0	0
593	10059217	0.0	0
594	10059317	0.0	0
595	10059417	1.0	0
596	10059517	5.0	0
597	10059617	5.0	0
598	10059717	0.0	0
599	10059817	0.0	0
600	10059917	3.0	0
601	10060017	0.0	0
602	10060117	0.0	0
603	10060217	3.0	0
604	10060317	0.0	0
605	10060417	0.0	0
606	10060517	0.0	0
607	10060617	2.0	0
608	10060717	3.0	0
609	10060817	0.0	0
610	10060917	6.0	0
611	10061017	1.0	0
612	10061117	3.0	0
613	10061217	0.0	0
614	10061317	0.0	0
615	10061417	0.0	0
616	10061517	0.0	0
617	10061617	0.0	0
618	10061717	0.0	0
619	10061817	0.0	0
620	10061917	0.0	0
621	10062017	1.0	0
622	10062117	10.0	0
623	10062217	10.0	0
624	10062317	20.0	0
625	10062417	16.0	0
626	10062517	16.0	0
627	10062617	0.0	0
628	10062717	3.0	0
629	10062817	2.0	0
630	10062917	5.0	0
631	10063017	1.0	0
632	10063117	4.0	0
633	10063217	0.0	0
634	10063317	0.0	0
635	10063417	5.0	0
636	10063517	9.0	0
637	10063617	1.0	0
638	10063717	0.0	0
639	10063817	4.0	0
640	10063917	1.0	0
641	10064017	0.0	0
642	10064117	0.0	0
643	10064217	13.0	0
644	10064317	0.0	0
645	10064417	0.0	0
646	10064517	0.0	0
647	10064617	0.0	0
648	10064717	0.0	0
649	10064817	0.0	0
650	10064917	0.0	0
651	10065017	0.0	0
652	10065117	0.0	0
653	10065217	0.0	0
654	10065317	0.0	0
655	10065417	2.0	0
656	10065517	0.0	0
657	10065617	9.0	0
658	10065717	0.0	0
659	10065817	0.0	0
660	10065917	5.0	0
661	10066017	0.0	0
662	10066117	0.0	0
663	10066217	0.0	0
664	10066317	0.0	0
665	10066417	0.0	0
666	10066517	0.0	0
667	10066617	7.0	0
668	10066717	0.0	0
669	10066817	0.0	0
670	10066917	0.0	0
671	10067017	3.0	0
672	10067117	7.0	0
673	10067217	7.0	0
674	10067317	9.0	0
675	10067417	0.0	0
676	10067517	0.0	0
677	10067617	0.0	0
678	10067717	3.0	0
679	10067817	0.0	0
680	10067917	6.0	0
681	10068017	0.0	0
682	10068117	1.0	0
683	10068217	0.0	0
684	10068317	2.0	0
685	10068417	5.0	0
686	10068517	2.0	0
687	10068617	1.0	0
688	10068717	1.0	0
689	10068817	6.0	0
690	10068917	7.0	0
691	10069017	0.0	0
692	10069117	0.0	0
693	10069217	1.0	0
694	10069317	0.0	0
695	10069417	0.0	0
696	10069517	3.0	0
697	10069617	3.0	0
698	10069717	6.0	0
699	10069817	2.0	0
700	10069917	6.0	0
701	10070017	3.0	0
702	10070117	3.0	0
703	10070217	19.0	0
704	10070317	2.0	0
705	10070417	1.0	0
706	10070517	0.0	0
707	10070617	0.0	0
708	10070717	1.0	0
709	10070817	0.0	0
710	10070917	1.0	0
711	10071017	0.0	0
712	10071117	1.0	0
713	10071217	0.0	0
714	10071317	4.0	0
715	10071417	1.0	0
716	10071517	0.0	0
717	10071617	0.0	0
718	10071717	1.0	0
719	10071817	11.0	0
720	10071917	4.0	0
721	10072017	17.0	0
722	10072117	0.0	0
723	10072217	7.0	0
724	10072317	3.0	0
725	10072417	0.0	0
726	10072517	0.0	0
727	10072617	5.0	0
728	10072717	0.0	0
729	10072817	4.0	0
730	10072917	0.0	0
731	10073017	0.0	0
732	10073117	4.0	0
733	10073217	0.0	0
734	10073317	0.0	0
735	10073417	0.0	0
736	10073517	0.0	0
737	10073617	0.0	0
738	10073717	0.0	0
739	10073817	0.0	0
740	10073917	0.0	0
741	10074017	10.0	0
742	10074117	0.0	0
743	10074217	0.0	0
744	10074317	0.0	0
745	10074417	0.0	0
746	10074517	0.0	0
747	10074617	0.0	0
748	10074717	0.0	0
749	10074817	4.0	0
750	10074917	0.0	0
751	10075017	0.0	0
752	10075117	1.0	0
753	10075217	0.0	0
754	10075317	0.0	0
755	10075417	0.0	0
756	10075517	5.0	0
757	10075617	11.0	0
758	10075717	2.0	0
759	10075817	0.0	0
760	10075917	12.0	0
761	10076017	3.0	0
762	10076117	0.0	0
763	10076217	0.0	0
764	10076317	0.0	0
765	10076417	0.0	0
766	10076517	1.0	0
767	10076617	1.0	0
768	10076717	0.0	0
769	10076817	0.0	0
770	10076917	2.0	0
771	10077017	0.0	0
772	10077117	0.0	0
773	10077217	0.0	0
774	10077317	9.0	0
775	10077417	1.0	0
776	10077517	0.0	0
777	10077617	5.0	0
778	10077717	1.0	0
779	10077817	3.0	0
780	10077917	6.0	0
781	10078017	0.0	0
782	10078117	0.0	0
783	10078217	0.0	0
784	10078317	7.0	0
785	10078417	0.0	0
786	10078517	0.0	0
787	10078617	2.0	0
788	10078717	1.0	0
789	10078817	9.0	0
790	10078917	2.0	0
791	10079017	0.0	0
792	10079117	1.0	0
793	10079217	1.0	0
794	10079317	0.0	0
795	10079417	1.0	0
796	10079517	6.0	0
797	10079617	0.0	0
798	10079717	1.0	0
799	10079817	0.0	0
800	10079917	0.0	0
801	10080017	0.0	0
802	10080117	0.0	0
803	10080217	0.0	0
804	10080317	6.0	0
805	10080417	0.0	0
806	10080517	0.0	0
807	10080617	0.0	0
808	10080717	0.0	0
809	10080817	1.0	0
810	10080917	3.0	0
811	10081017	1.0	0
812	10081117	0.0	0
813	10081217	3.0	0
814	10081317	0.0	0
815	10081417	0.0	0
816	10081517	0.0	0
817	10081617	0.0	0
818	10081717	3.0	0
819	10081817	4.0	0
820	10081917	0.0	0
821	10082017	0.0	0
822	10082117	0.0	0
823	10082217	0.0	0
824	10082317	0.0	0
825	10082417	0.0	0
826	10082517	11.0	0
827	10082617	2.0	0
828	10082717	0.0	0
829	10082817	3.0	0
830	10082917	0.0	0
831	10083017	0.0	0
832	10083117	0.0	0
833	10083217	0.0	0
834	10083317	0.0	0
835	10083417	2.0	0
836	10083517	6.0	0
837	10083617	4.0	0
838	10083717	0.0	0
839	10083817	8.0	0
840	10083917	2.0	0
841	10084017	0.0	0
842	10084117	3.0	0
843	10084217	2.0	0
844	10084317	0.0	0
845	10084417	0.0	0
846	10084517	0.0	0
847	10084617	1.0	0
848	10084717	16.0	0
849	10084817	8.0	0
850	10084917	2.0	0
851	10085017	0.0	0
852	10085117	2.0	0
853	10085217	1.0	0
854	10085317	0.0	0
855	10085417	0.0	0
856	10085517	0.0	0
857	10085617	0.0	0
858	10085717	0.0	0
859	10085817	0.0	0
860	10085917	0.0	0
861	10086017	0.0	0
862	10086117	9.0	0
863	10086217	4.0	0
864	10086317	4.0	0
865	10086417	0.0	0
866	10086517	6.0	0
867	10086617	8.0	0
868	10086717	2.0	0
869	10086817	0.0	0
870	10086917	0.0	0
871	10087017	0.0	0
872	10087117	0.0	0
873	10087217	0.0	0
874	10087317	0.0	0
875	10087417	0.0	0
876	10087517	0.0	0
877	10087617	0.0	0
878	10087717	0.0	0
879	10087817	3.0	0
880	10087917	5.0	0
881	10088017	0.0	0
882	10088117	1.0	0
883	10088217	0.0	0
884	10088317	0.0	0
885	10088417	0.0	0
886	10088517	0.0	0
887	10088617	0.0	0
888	10088717	0.0	0
889	10088817	1.0	0
890	10088917	0.0	0
891	10089017	1.0	0
892	10089117	7.0	0
893	10089217	4.0	0
894	10089317	0.0	0
895	10089417	0.0	0
896	10089517	0.0	0
897	10089617	1.0	0
898	10089717	1.0	0
899	10089817	0.0	0
900	10089917	4.0	0
901	10090017	3.0	0
902	10090117	2.0	0
903	10090217	0.0	0
904	10090317	0.0	0
905	10090417	2.0	0
906	10090517	0.0	0
907	10090617	0.0	0
908	10090717	0.0	0
909	10090817	0.0	0
910	10090917	2.0	0
911	10091017	2.0	0
912	10091117	1.0	0
913	10091217	0.0	0
914	10091317	0.0	0
915	10091417	0.0	0
916	10091517	0.0	0
917	10091617	2.0	0
918	10091717	1.0	0
919	10091817	0.0	0
920	10091917	2.0	0
921	10092017	0.0	0
922	10092117	0.0	0
923	10092217	0.0	0
924	10092317	2.0	0
925	10092417	3.0	0
926	10092517	6.0	0
927	10092617	0.0	0
928	10092717	9.0	0
929	10092817	8.0	0
930	10092917	25.0	0
931	10093017	14.0	0
932	10093117	15.0	0
933	10093217	14.0	0
934	10093317	0.0	0
935	10093417	2.0	0
936	10093517	7.0	0
937	10093617	5.0	0
938	10093717	0.0	0
939	10093817	0.0	0
940	10093917	0.0	0
941	10094017	0.0	0
942	10094117	0.0	0
943	10094217	0.0	0
944	10094317	0.0	0
945	10094417	0.0	0
946	10094517	0.0	0
947	10094617	3.0	0
948	10094717	0.0	0
949	10094817	0.0	0
950	10094917	8.0	0
951	10095017	8.0	0
952	10095117	11.0	0
953	10095217	0.0	0
954	10095317	1.0	0
955	10095417	1.0	0
956	10095517	0.0	0
957	10095617	0.0	0
958	10095717	0.0	0
959	10095817	0.0	0
960	10095917	0.0	0
961	10096017	9.0	0
962	10096117	1.0	0
963	10096217	0.0	0
964	10096317	0.0	0
965	10096417	1.0	0
966	10096517	3.0	0
967	10096617	8.0	0
968	10096717	1.0	0
969	10096817	1.0	0
970	10096917	0.0	0
971	10097017	0.0	0
972	10097117	0.0	0
973	10097217	0.0	0
974	10097317	0.0	0
975	10097417	1.0	0
976	10097517	0.0	0
977	10097617	0.0	0
978	10097717	0.0	0
979	10097817	3.0	0
980	10097917	0.0	0
981	10098017	1.0	0
982	10098117	0.0	0
983	10098217	0.0	0
984	10098317	0.0	0
985	10098417	5.0	0
986	10098517	2.0	0
987	10098617	3.0	0
988	10098717	0.0	0
989	10098817	2.0	0
990	10098917	1.0	0
991	10099017	3.0	0
992	10099117	0.0	0
993	10099217	7.0	0
994	10099317	0.0	0
995	10099417	0.0	0
996	10099517	0.0	0
997	10099617	0.0	0
998	10099717	0.0	0
999	10099817	2.0	0
1000	10099917	2.0	0
1001	10100017	0.0	0
1002	10100117	3.0	0
1003	10100217	1.0	0
1004	10100317	0.0	0
1005	10100417	0.0	0
1006	10100517	0.0	0
1007	10100617	0.0	0
1008	10100717	0.0	0
1009	10100817	0.0	0
1010	10100917	0.0	0
1011	10101017	0.0	0
1012	10101117	2.0	0
1013	10101217	17.0	0
1014	10101317	5.0	0
1015	10101417	10.0	0
1016	10101517	1.0	0
1017	10101617	6.0	0
1018	10101717	0.0	0
1019	10101817	2.0	0
1020	10101917	2.0	0
1021	10102017	4.0	0
1022	10102117	3.0	0
1023	10102217	0.0	0
1024	10102317	0.0	0
1025	10102417	0.0	0
1026	10102517	11.0	0
1027	10102617	0.0	0
1028	10102717	7.0	0
1029	10102817	0.0	0
1030	10102917	2.0	0
1031	10103017	0.0	0
1032	10103117	13.0	0
1033	10103217	7.0	0
1034	10103317	11.0	0
1035	10103417	10.0	0
1036	10103517	2.0	0
1037	10103617	9.0	0
1038	10103717	0.0	0
1039	10103817	5.0	0
1040	10103917	3.0	0
1041	10104017	0.0	0
1042	10104117	1.0	0
1043	10104217	0.0	0
1044	10104317	0.0	0
1045	10104417	11.0	0
1046	10104517	0.0	0
1047	10104617	2.0	0
1048	10104717	2.0	0
1049	10104817	3.0	0
1050	10104917	0.0	0
1051	10105017	0.0	0
1052	10105117	0.0	0
1053	10105217	0.0	0
1054	10105317	8.0	0
1055	10105417	0.0	0
1056	10105517	1.0	0
1057	10105617	9.0	0
1058	10105717	5.0	0
1059	10105817	1.0	0
1060	10105917	2.0	0
1061	10106017	0.0	0
1062	10106117	0.0	0
1063	10106217	0.0	0
1064	10106317	0.0	0
1065	10106417	0.0	0
1066	10106517	3.0	0
1067	10106617	0.0	0
1068	10106717	4.0	0
1069	10106817	2.0	0
1070	10106917	0.0	0
1071	10107017	0.0	0
1072	10107117	0.0	0
1073	10107217	0.0	0
1074	10107317	0.0	0
1075	10107417	0.0	0
1076	10107517	6.0	0
1077	10107617	3.0	0
1078	10107717	0.0	0
1079	10107817	0.0	0
1080	10107917	0.0	0
1081	10108017	0.0	0
1082	10108117	0.0	0
1083	10108217	0.0	0
1084	10108317	0.0	0
1085	10108417	0.0	0
1086	10108517	4.0	0
1087	10108617	1.0	0
1088	10108717	4.0	0
1089	10108817	5.0	0
1090	10108917	2.0	0
1091	10109017	1.0	0
1092	10109117	0.0	0
1093	10109217	0.0	0
1094	10109317	2.0	0
1095	10109417	0.0	0
1096	10109517	2.0	0
1097	10109617	3.0	0
1098	10109717	0.0	0
1099	10109817	0.0	0
1100	10109917	0.0	0
1101	10110017	0.0	0
1102	10110117	0.0	0
1103	10110217	0.0	0
1104	10110317	0.0	0
1105	10110417	0.0	0
1106	10110517	0.0	0
1107	10110617	0.0	0
1108	10110717	0.0	0
1109	10110817	0.0	0
1110	10110917	0.0	0
1111	10111017	0.0	0
1112	10111117	0.0	0
1113	10111217	0.0	0
1114	10111317	6.0	0
1115	10111417	0.0	0
1116	10111517	0.0	0
1117	10111617	0.0	0
1118	10111717	0.0	0
1119	10111817	0.0	0
1120	10111917	0.0	0
1121	10112017	4.0	0
1122	10112117	0.0	0
1123	10112217	0.0	0
1124	10112317	0.0	0
1125	10112417	0.0	0
1126	10112517	1.0	0
1127	10112617	0.0	0
1128	10112717	0.0	0
1129	10112817	13.0	0
1130	10112917	0.0	0
1131	10113017	0.0	0
1132	10113117	1.0	0
1133	10113217	1.0	0
1134	10113317	0.0	0
1135	10113417	0.0	0
1136	10113517	2.0	0
1137	10113617	3.0	0
1138	10113717	10.0	0
1139	10113817	1.0	0
1140	10113917	1.0	0
1141	10114017	14.0	0
1142	10114117	3.0	0
1143	10114217	0.0	0
1144	10114317	8.0	0
1145	10114417	0.0	0
1146	10114517	0.0	0
1147	10114617	5.0	0
1148	10114717	0.0	0
1149	10114817	1.0	0
1150	10114917	0.0	0
