	Chromosome	gene_id	Length	open_S1	Stage	gene_name
105	3	ENSMUSG00000069118	0.0	0.0	NPC	1700008P02Rik
106	3	ENSMUSG00000070360	0.0	0.0	NPC	Amy2a1
107	3	ENSMUSG00000074248	140.0	0.07	NPC	4930432M17Rik
108	3	ENSMUSG00000074268	0.0	0.0	NPC	Amy2a5
109	3	ENSMUSG00000074344	105.0	0.0525	NPC	Tmigd3
110	3	ENSMUSG00000074403	532.0	0.266	NPC	H3c13
111	3	ENSMUSG00000074433	0.0	0.0	NPC	Lce3e
112	3	ENSMUSG00000074435	0.0	0.0	NPC	Smcp
113	3	ENSMUSG00000074486	245.0	0.1225	NPC	Bglap2
114	3	ENSMUSG00000074591	0.0	0.0	NPC	Ankub1
115	3	ENSMUSG00000074655	0.0	0.0	NPC	Gm1527
116	3	ENSMUSG00000074677	0.0	0.0	NPC	Sirpb1c
117	3	ENSMUSG00000078590	0.0	0.0	NPC	Gm10959
118	3	ENSMUSG00000078604	920.0	0.46	NPC	Gm10961
119	3	ENSMUSG00000078620	355.0	0.1775	NPC	Gm10964
120	3	ENSMUSG00000078657	0.0	0.0	NPC	Crnn
121	3	ENSMUSG00000078742	0.0	0.0	NPC	Gm10985
122	3	ENSMUSG00000078780	0.0	0.0	NPC	Gm5150
123	3	ENSMUSG00000078783	135.0	0.0675	NPC	Gm9733
124	3	ENSMUSG00000080907	240.0	0.12	NPC	4930455H04Rik
125	3	ENSMUSG00000086848	0.0	0.0	NPC	Lce6a
126	3	ENSMUSG00000089696	0.0	0.0	NPC	Spopfm1
127	3	ENSMUSG00000090314	0.0	0.0	NPC	2310050C09Rik
128	3	ENSMUSG00000090408	90.0	0.045	NPC	Gm17402
129	3	ENSMUSG00000090441	0.0	0.0	NPC	Gm17651
130	3	ENSMUSG00000090527	0.0	0.0	NPC	Aadacl2fm2
131	3	ENSMUSG00000090581	0.0	0.0	NPC	Vmn2r6
132	3	ENSMUSG00000091175	0.0	0.0	NPC	S100a7l2
133	3	ENSMUSG00000091685	0.0	0.0	NPC	Gm17359
134	3	ENSMUSG00000091721	0.0	0.0	NPC	Gimd1
135	3	ENSMUSG00000094018	90.0	0.045	NPC	S100a2
136	3	ENSMUSG00000094084	0.0	0.0	NPC	Tdpoz1
137	3	ENSMUSG00000094163	0.0	0.0	NPC	Tdpoz5
138	3	ENSMUSG00000094487	0.0	0.0	NPC	Gm21958
139	3	ENSMUSG00000094613	335.0	0.1675	NPC	A630076J17Rik
140	3	ENSMUSG00000094962	0.0	0.0	NPC	Gm21954
141	3	ENSMUSG00000095028	0.0	0.0	NPC	Sirpb1b
142	3	ENSMUSG00000095251	0.0	0.0	NPC	Tdpoz7
143	3	ENSMUSG00000095522	0.0	0.0	NPC	Aadacl2fm3
144	3	ENSMUSG00000095788	0.0	0.0	NPC	Sirpb1a
145	3	ENSMUSG00000095822	0.0	0.0	NPC	Gm9117
146	3	ENSMUSG00000095870	0.0	0.0	NPC	Lce1k
147	3	ENSMUSG00000096621	0.0	0.0	NPC	Gm5849
148	3	ENSMUSG00000102308	0.0	0.0	NPC	2310046K23Rik
149	3	ENSMUSG00000103084	0.0	0.0	NPC	Gm38119
150	3	ENSMUSG00000103124	0.0	0.0	NPC	Gm37389
151	3	ENSMUSG00000103243	0.0	0.0	NPC	Lce1d
152	3	ENSMUSG00000103350	0.0	0.0	NPC	Tdpoz6
153	3	ENSMUSG00000103362	0.0	0.0	NPC	Tdpoz2
154	3	ENSMUSG00000103523	0.0	0.0	NPC	2210017I01Rik
155	3	ENSMUSG00000104301	0.0	0.0	NPC	Wdr49
156	3	ENSMUSG00000105103	0.0	0.0	NPC	Gm43191
157	3	ENSMUSG00000105518	215.0	0.1075	NPC	Gm42674
158	3	ENSMUSG00000105827	720.0	0.36	NPC	H2bc18
0	17	ENSMUSG00000004730	0.0	0.0	NPC	Adgre1
1	17	ENSMUSG00000005824	0.0	0.0	NPC	Tnfsf14
2	17	ENSMUSG00000014771	350.0	0.175	NPC	Pdcd2
3	17	ENSMUSG00000019489	230.0	0.115	NPC	Cd70
4	17	ENSMUSG00000021545	0.0	0.0	NPC	1700067P10Rik
5	17	ENSMUSG00000023122	0.0	0.0	NPC	Sult1c2
6	17	ENSMUSG00000023350	0.0	0.0	NPC	Phf8-ps
7	17	ENSMUSG00000023802	0.0	0.0	NPC	Nox3
8	17	ENSMUSG00000023829	180.0	0.09	NPC	Slc22a1
9	17	ENSMUSG00000023914	0.0	0.0	NPC	Mep1a
10	17	ENSMUSG00000023926	0.0	0.0	NPC	Rhag
11	17	ENSMUSG00000023930	0.0	0.0	NPC	Crisp2
12	17	ENSMUSG00000023943	0.0	0.0	NPC	Sult1c1
13	17	ENSMUSG00000023992	0.0	0.0	NPC	Trem2
14	17	ENSMUSG00000023993	75.0	0.0375	NPC	Treml1
15	17	ENSMUSG00000024028	0.0	0.0	NPC	Tff2
16	17	ENSMUSG00000024034	0.0	0.0	NPC	Tmprss3
17	17	ENSMUSG00000024041	0.0	0.0	NPC	Cryaa
18	17	ENSMUSG00000024066	0.0	0.0	NPC	Xdh
19	17	ENSMUSG00000024088	0.0	0.0	NPC	4930583I09Rik
20	17	ENSMUSG00000024105	0.0	0.0	NPC	Themis3
21	17	ENSMUSG00000024116	0.0	0.0	NPC	Prss21
22	17	ENSMUSG00000024124	0.0	0.0	NPC	Prss30
23	17	ENSMUSG00000024125	0.0	0.0	NPC	Sbpl
24	17	ENSMUSG00000024128	0.0	0.0	NPC	Sbp
25	17	ENSMUSG00000024171	0.0	0.0	NPC	Prss28
26	17	ENSMUSG00000024173	0.0	0.0	NPC	Tpsab1
27	17	ENSMUSG00000024175	95.0	0.0475	NPC	Tekt4
28	17	ENSMUSG00000024224	120.0	0.06	NPC	Clpsl2
29	17	ENSMUSG00000024340	0.0	0.0	NPC	Btnl2
30	17	ENSMUSG00000024365	0.0	0.0	NPC	Cyp21a1
31	17	ENSMUSG00000024448	0.0	0.0	NPC	H2-M10.1
32	17	ENSMUSG00000025431	0.0	0.0	NPC	Crisp1
33	17	ENSMUSG00000025433	0.0	0.0	NPC	Crisp3
34	17	ENSMUSG00000029184	0.0	0.0	NPC	Olfr109
35	17	ENSMUSG00000031233	0.0	0.0	NPC	Pgk2
36	17	ENSMUSG00000032937	0.0	0.0	NPC	Fshr
37	17	ENSMUSG00000033825	210.0	0.105	NPC	Tpsb2
38	17	ENSMUSG00000034039	46.0	0.023	NPC	Prss29
39	17	ENSMUSG00000035186	0.0	0.0	NPC	Ubd
40	17	ENSMUSG00000035435	140.0	0.07	NPC	Abca17
41	17	ENSMUSG00000036557	0.0	0.0	NPC	Stpg4
42	17	ENSMUSG00000036594	0.0	0.0	NPC	H2-Aa
43	17	ENSMUSG00000037130	0.0	0.0	NPC	H2-M10.6
44	17	ENSMUSG00000037246	0.0	0.0	NPC	H2-M10.5
45	17	ENSMUSG00000037334	0.0	0.0	NPC	H2-M1
46	17	ENSMUSG00000037537	0.0	0.0	NPC	H2-M11
47	17	ENSMUSG00000037548	0.0	0.0	NPC	H2-DMb2
48	17	ENSMUSG00000037689	0.0	0.0	NPC	Tmem247
49	17	ENSMUSG00000038541	365.0	0.1825	NPC	Srd5a2
50	17	ENSMUSG00000040899	0.0	0.0	NPC	Ccr6
51	17	ENSMUSG00000040966	0.0	0.0	NPC	Slc22a2
52	17	ENSMUSG00000041293	0.0	0.0	NPC	Adgrf1
53	17	ENSMUSG00000041538	0.0	0.0	NPC	H2-Ob
54	17	ENSMUSG00000041565	365.0	0.1825	NPC	L3mbtl4
55	17	ENSMUSG00000041754	0.0	0.0	NPC	Trem3
56	17	ENSMUSG00000042265	0.0	0.0	NPC	Trem1
57	17	ENSMUSG00000042848	0.0	0.0	NPC	Vmn1r226
58	17	ENSMUSG00000043312	0.0	0.0	NPC	Olfr131
59	17	ENSMUSG00000043537	0.0	0.0	NPC	Vmn1r225
60	17	ENSMUSG00000043740	0.0	0.0	NPC	B430306N03Rik
61	17	ENSMUSG00000043827	0.0	0.0	NPC	Olfr94
62	17	ENSMUSG00000043939	0.0	0.0	NPC	A530064D06Rik
63	17	ENSMUSG00000044172	80.0	0.04	NPC	Ptx4
64	17	ENSMUSG00000044375	105.0	0.0525	NPC	Pcare
65	17	ENSMUSG00000044985	0.0	0.0	NPC	Olfr124
66	17	ENSMUSG00000045036	145.0	0.0725	NPC	Tmem232
67	17	ENSMUSG00000045202	0.0	0.0	NPC	Olfr123
68	17	ENSMUSG00000045417	0.0	0.0	NPC	Vmn1r230
69	17	ENSMUSG00000045575	0.0	0.0	NPC	Vmn1r233
70	17	ENSMUSG00000045744	0.0	0.0	NPC	Bricd5
71	17	ENSMUSG00000045761	195.0	0.0975	NPC	Togaram2
72	17	ENSMUSG00000048062	0.0	0.0	NPC	Fpr-rs4
73	17	ENSMUSG00000048231	0.0	0.0	NPC	H2-M10.4
74	17	ENSMUSG00000049561	0.0	0.0	NPC	Olfr95
75	17	ENSMUSG00000049618	0.0	0.0	NPC	Olfr103
76	17	ENSMUSG00000050102	0.0	0.0	NPC	Vmn1r235
77	17	ENSMUSG00000050613	0.0	0.0	NPC	Olfr125
78	17	ENSMUSG00000050933	0.0	0.0	NPC	Vmn1r231
79	17	ENSMUSG00000051611	0.0	0.0	NPC	Olfr112
80	17	ENSMUSG00000051682	0.0	0.0	NPC	Treml4
81	17	ENSMUSG00000052270	0.0	0.0	NPC	Fpr2
82	17	ENSMUSG00000054128	640.0	0.32	NPC	H2-T3
83	17	ENSMUSG00000054142	0.0	0.0	NPC	Vmn1r236
84	17	ENSMUSG00000054666	0.0	0.0	NPC	Olfr63
85	17	ENSMUSG00000054940	0.0	0.0	NPC	Olfr137
86	17	ENSMUSG00000056399	0.0	0.0	NPC	Prss34
87	17	ENSMUSG00000056910	0.0	0.0	NPC	Vmn2r107
88	17	ENSMUSG00000057203	0.0	0.0	NPC	Vmn1r234
89	17	ENSMUSG00000057417	0.0	0.0	NPC	Dcpp3
90	17	ENSMUSG00000057443	0.0	0.0	NPC	Olfr138
91	17	ENSMUSG00000057801	0.0	0.0	NPC	Olfr135
92	17	ENSMUSG00000058114	0.0	0.0	NPC	Olfr127
93	17	ENSMUSG00000058124	0.0	0.0	NPC	H2-M10.3
94	17	ENSMUSG00000058435	0.0	0.0	NPC	Btnl4
95	17	ENSMUSG00000058802	0.0	0.0	NPC	Olfr97
96	17	ENSMUSG00000059030	0.0	0.0	NPC	Olfr128
97	17	ENSMUSG00000059481	0.0	0.0	NPC	Plg
98	17	ENSMUSG00000059687	0.0	0.0	NPC	Olfr108
99	17	ENSMUSG00000059964	0.0	0.0	NPC	Olfr119
100	17	ENSMUSG00000060017	0.0	0.0	NPC	Olfr121
101	17	ENSMUSG00000060245	0.0	0.0	NPC	Vmn1r228
102	17	ENSMUSG00000060701	0.0	0.0	NPC	Fpr-rs3
103	17	ENSMUSG00000061336	0.0	0.0	NPC	Olfr116
104	17	ENSMUSG00000062165	0.0	0.0	NPC	Vmn1r232
105	17	ENSMUSG00000062629	0.0	0.0	NPC	Olfr114
106	17	ENSMUSG00000063188	0.0	0.0	NPC	Olfr107
107	17	ENSMUSG00000063240	0.0	0.0	NPC	Olfr133
108	17	ENSMUSG00000063994	0.0	0.0	NPC	Olfr120
109	17	ENSMUSG00000064121	0.0	0.0	NPC	Olfr96
110	17	ENSMUSG00000067186	0.0	0.0	NPC	Olfr132
111	17	ENSMUSG00000067201	0.0	0.0	NPC	H2-M9
112	17	ENSMUSG00000071033	0.0	0.0	NPC	Gm10308
113	17	ENSMUSG00000071275	0.0	0.0	NPC	Fpr-rs6
114	17	ENSMUSG00000071276	0.0	0.0	NPC	Fpr-rs7
115	17	ENSMUSG00000072968	0.0	0.0	NPC	Gm17728
116	17	ENSMUSG00000073375	100.0	0.05	NPC	Lrrc30
117	17	ENSMUSG00000073386	100.0	0.05	NPC	9830107B12Rik
118	17	ENSMUSG00000073396	0.0	0.0	NPC	Esp1
119	17	ENSMUSG00000073400	0.0	0.0	NPC	Trim10
120	17	ENSMUSG00000073458	0.0	0.0	NPC	Smok2a
121	17	ENSMUSG00000079333	0.0	0.0	NPC	Gm11096
122	17	ENSMUSG00000079698	0.0	0.0	NPC	Vmn2r93
123	17	ENSMUSG00000079700	0.0	0.0	NPC	Fpr3
124	17	ENSMUSG00000080990	0.0	0.0	NPC	Olfr118
125	17	ENSMUSG00000083947	0.0	0.0	NPC	Olfr122
126	17	ENSMUSG00000090304	0.0	0.0	NPC	Vmn2r99
127	17	ENSMUSG00000090315	0.0	0.0	NPC	Vmn2r104
128	17	ENSMUSG00000090417	0.0	0.0	NPC	Vmn2r94
129	17	ENSMUSG00000090509	105.0	0.0525	NPC	Sfta2
130	17	ENSMUSG00000090572	0.0	0.0	NPC	Vmn2r109
131	17	ENSMUSG00000090588	0.0	0.0	NPC	Gm9573
132	17	ENSMUSG00000090655	0.0	0.0	NPC	Vmn2r120
133	17	ENSMUSG00000090675	0.0	0.0	NPC	Olfr111
134	17	ENSMUSG00000090700	0.0	0.0	NPC	Cyp4f40
135	17	ENSMUSG00000090747	0.0	0.0	NPC	Esp8
136	17	ENSMUSG00000090894	0.0	0.0	NPC	Olfr110
137	17	ENSMUSG00000090897	0.0	0.0	NPC	Gm44501
138	17	ENSMUSG00000090966	0.0	0.0	NPC	Vmn2r116
139	17	ENSMUSG00000091076	0.0	0.0	NPC	Vmn2r115
140	17	ENSMUSG00000091151	0.0	0.0	NPC	Vmn1r224
141	17	ENSMUSG00000091206	0.0	0.0	NPC	Vmn2r91
142	17	ENSMUSG00000091259	0.0	0.0	NPC	Vmn2r110
143	17	ENSMUSG00000091350	0.0	0.0	NPC	Vmn2r92
144	17	ENSMUSG00000091407	0.0	0.0	NPC	Vmn2r117
145	17	ENSMUSG00000091491	0.0	0.0	NPC	Vmn2r97
146	17	ENSMUSG00000091504	0.0	0.0	NPC	Vmn2r118
147	17	ENSMUSG00000091531	0.0	0.0	NPC	Olfr102
148	17	ENSMUSG00000091631	0.0	0.0	NPC	Vmn2r95
149	17	ENSMUSG00000091656	0.0	0.0	NPC	Vmn2r106
150	17	ENSMUSG00000091670	0.0	0.0	NPC	Vmn2r105
151	17	ENSMUSG00000091679	0.0	0.0	NPC	Vmn2r96
152	17	ENSMUSG00000091771	0.0	0.0	NPC	Vmn2r103
153	17	ENSMUSG00000091805	0.0	0.0	NPC	Vmn2r108
154	17	ENSMUSG00000091859	0.0	0.0	NPC	Vmn2r100
155	17	ENSMUSG00000091945	0.0	0.0	NPC	Vmn2r114
156	17	ENSMUSG00000092043	0.0	0.0	NPC	Esp6
157	17	ENSMUSG00000092077	0.0	0.0	NPC	Olfr101
158	17	ENSMUSG00000092111	0.0	0.0	NPC	Vmn2r113
159	17	ENSMUSG00000092120	0.0	0.0	NPC	Vmn2r90
160	17	ENSMUSG00000092244	0.0	0.0	NPC	Esp34
161	17	ENSMUSG00000092277	0.0	0.0	NPC	Gm19684
162	17	ENSMUSG00000092292	0.0	0.0	NPC	Olfr113
163	17	ENSMUSG00000092322	0.0	0.0	NPC	Esp36
164	17	ENSMUSG00000092342	0.0	0.0	NPC	Esp31
165	17	ENSMUSG00000092413	0.0	0.0	NPC	Olfr115
166	17	ENSMUSG00000092609	75.0	0.0375	NPC	Gm20481
167	17	ENSMUSG00000092618	0.0	0.0	NPC	Btnl6
168	17	ENSMUSG00000093922	0.0	0.0	NPC	Rpl36-ps4
169	17	ENSMUSG00000093957	0.0	0.0	NPC	Esp3
170	17	ENSMUSG00000094024	0.0	0.0	NPC	Esp18
171	17	ENSMUSG00000094168	0.0	0.0	NPC	Gm21903
172	17	ENSMUSG00000094396	0.0	0.0	NPC	Vmn2r124
173	17	ENSMUSG00000094878	0.0	0.0	NPC	Olfr130
174	17	ENSMUSG00000094892	0.0	0.0	NPC	Vmn2r101
175	17	ENSMUSG00000094921	0.0	0.0	NPC	Vmn2r112
176	17	ENSMUSG00000095093	0.0	0.0	NPC	Vmn2r111
177	17	ENSMUSG00000095104	0.0	0.0	NPC	Esp15
178	17	ENSMUSG00000095286	0.0	0.0	NPC	Olfr117
179	17	ENSMUSG00000095540	0.0	0.0	NPC	Esp4
180	17	ENSMUSG00000095625	0.0	0.0	NPC	Esp24
181	17	ENSMUSG00000095658	0.0	0.0	NPC	Vmn2r-ps130
182	17	ENSMUSG00000095886	0.0	0.0	NPC	Esp38
183	17	ENSMUSG00000095961	0.0	0.0	NPC	Vmn2r102
184	17	ENSMUSG00000096009	0.0	0.0	NPC	Olfr134
185	17	ENSMUSG00000096278	0.0	0.0	NPC	Dcpp2
186	17	ENSMUSG00000096345	0.0	0.0	NPC	Esp16
187	17	ENSMUSG00000096445	0.0	0.0	NPC	Dcpp1
188	17	ENSMUSG00000096697	0.0	0.0	NPC	Esp23
189	17	ENSMUSG00000096717	0.0	0.0	NPC	Vmn2r98
190	17	ENSMUSG00000096840	0.0	0.0	NPC	Olfr136
191	17	ENSMUSG00000101361	0.0	0.0	NPC	Gm7358
0	6	ENSMUSG00000002588	230.0	0.115	NPC	Pon1
1	6	ENSMUSG00000003477	220.0	0.11	NPC	Inmt
2	6	ENSMUSG00000004654	0.0	0.0	NPC	Ghrhr
3	6	ENSMUSG00000008845	145.0	0.0725	NPC	Cd163
4	6	ENSMUSG00000014104	0.0	0.0	NPC	Sval2
5	6	ENSMUSG00000014542	0.0	0.0	NPC	Clec4f
6	6	ENSMUSG00000014543	0.0	0.0	NPC	Klra17
7	6	ENSMUSG00000018656	0.0	0.0	NPC	Tcaf3
8	6	ENSMUSG00000023140	0.0	0.0	NPC	Reg2
9	6	ENSMUSG00000023289	0.0	0.0	NPC	Sva
10	6	ENSMUSG00000023349	0.0	0.0	NPC	Clec4n
11	6	ENSMUSG00000029517	0.0	0.0	NPC	Ankrd7
12	6	ENSMUSG00000029663	0.0	0.0	NPC	Gngt1
13	6	ENSMUSG00000029678	0.0	0.0	NPC	Hyal5
14	6	ENSMUSG00000029679	0.0	0.0	NPC	Hyal6
15	6	ENSMUSG00000029680	0.0	0.0	NPC	Hyal4
16	6	ENSMUSG00000029682	0.0	0.0	NPC	Spam1
17	6	ENSMUSG00000029685	545.0	0.2725	NPC	Asb15
18	6	ENSMUSG00000029697	1176.0	0.588	NPC	Fezf1
19	6	ENSMUSG00000029706	0.0	0.0	NPC	Pax4
20	6	ENSMUSG00000029766	0.0	0.0	NPC	1700012A03Rik
21	6	ENSMUSG00000029813	285.0	0.1425	NPC	Doxl1
22	6	ENSMUSG00000029831	0.0	0.0	NPC	Npvf
23	6	ENSMUSG00000029865	0.0	0.0	NPC	Sval1
24	6	ENSMUSG00000029867	0.0	0.0	NPC	Llcfc1
25	6	ENSMUSG00000029882	0.0	0.0	NPC	2210010C04Rik
26	6	ENSMUSG00000029883	0.0	0.0	NPC	1700074P13Rik
27	6	ENSMUSG00000029885	0.0	0.0	NPC	Moxd2
28	6	ENSMUSG00000029909	0.0	0.0	NPC	Prss37
29	6	ENSMUSG00000029915	0.0	0.0	NPC	Clec5a
30	6	ENSMUSG00000030001	170.0	0.085	NPC	Figla
31	6	ENSMUSG00000030004	115.0	0.0575	NPC	Nat8
32	6	ENSMUSG00000030017	0.0	0.0	NPC	Reg3g
33	6	ENSMUSG00000030047	125.0	0.0625	NPC	Arhgap25
34	6	ENSMUSG00000030109	395.0	0.1975	NPC	Slc6a12
35	6	ENSMUSG00000030125	370.0	0.185	NPC	Lrrc23
36	6	ENSMUSG00000030131	0.0	0.0	NPC	Mug2
37	6	ENSMUSG00000030142	0.0	0.0	NPC	Clec4e
38	6	ENSMUSG00000030143	0.0	0.0	NPC	Gm8882
39	6	ENSMUSG00000030144	0.0	0.0	NPC	Clec4d
40	6	ENSMUSG00000030147	0.0	0.0	NPC	Clec4b1
41	6	ENSMUSG00000030148	0.0	0.0	NPC	Clec4a2
42	6	ENSMUSG00000030149	0.0	0.0	NPC	Klrk1
43	6	ENSMUSG00000030154	0.0	0.0	NPC	Klrb1f
44	6	ENSMUSG00000030155	0.0	0.0	NPC	Clec2e
45	6	ENSMUSG00000030156	0.0	0.0	NPC	Cd69
46	6	ENSMUSG00000030158	0.0	0.0	NPC	Clec12b
47	6	ENSMUSG00000030160	105.0	0.0525	NPC	Tmem52b
48	6	ENSMUSG00000030165	0.0	0.0	NPC	Klrd1
49	6	ENSMUSG00000030167	0.0	0.0	NPC	Klrc1
50	6	ENSMUSG00000030173	0.0	0.0	NPC	Klra5
51	6	ENSMUSG00000030187	0.0	0.0	NPC	Klra2
