	Chromosome	gene_id	Length	open_S2	Stage	gene_name
213	3	ENSMUSG00000015750	980.0	0.49	NC	Aph1a
214	3	ENSMUSG00000027797	887.0	0.4435	NC	Dclk1
215	3	ENSMUSG00000027775	795.0	0.3975	NC	Mfsd1
216	3	ENSMUSG00000027864	792.0	0.396	NC	Ptgfrn
217	3	ENSMUSG00000027710	855.0	0.4275	NC	Acad9
218	3	ENSMUSG00000037062	380.0	0.19	NC	Sh3glb1
219	3	ENSMUSG00000028126	825.0	0.4125	NC	Pip5k1a
220	3	ENSMUSG00000028163	620.0	0.31	NC	Nfkb1
221	3	ENSMUSG00000025255	550.0	0.275	NC	Zfhx4
222	3	ENSMUSG00000040374	875.0	0.4375	NC	Pex2
223	3	ENSMUSG00000048997	910.0	0.455	NC	Atxn7l2
224	3	ENSMUSG00000049288	662.0	0.331	NC	Lix1l
225	3	ENSMUSG00000027999	359.0	0.1795	NC	Pla2g12a
226	3	ENSMUSG00000028069	580.0	0.29	NC	Gpatch4
227	3	ENSMUSG00000004896	565.0	0.2825	NC	Rrnad1
228	3	ENSMUSG00000027679	830.0	0.415	NC	Dnajc19
229	3	ENSMUSG00000027884	485.0	0.2425	NC	Clcc1
230	3	ENSMUSG00000042165	80.0	0.04	NC	Gm9774
231	3	ENSMUSG00000042035	390.0	0.195	NC	Igsf3
232	3	ENSMUSG00000027742	520.0	0.26	NC	Cog6
233	3	ENSMUSG00000027668	450.0	0.225	NC	Mfn1
234	3	ENSMUSG00000062127	805.0	0.4025	NC	Cttnbp2nl
235	3	ENSMUSG00000027823	910.0	0.455	NC	Gmps
236	3	ENSMUSG00000027531	565.0	0.2825	NC	Impa1
237	3	ENSMUSG00000027905	810.0	0.405	NC	Ddx20
238	3	ENSMUSG00000001418	630.0	0.315	NC	Glmp
239	3	ENSMUSG00000015711	1260.0	0.63	NC	Prune1
240	3	ENSMUSG00000054942	575.0	0.2875	NC	Miga1
241	3	ENSMUSG00000027774	655.0	0.3275	NC	Gfm1
242	3	ENSMUSG00000039068	280.0	0.14	NC	Zzz3
243	3	ENSMUSG00000028106	1447.0	0.7235	NC	Rprd2
244	3	ENSMUSG00000028047	1285.0	0.6425	NC	Thbs3
245	3	ENSMUSG00000045328	690.0	0.345	NC	Cenpe
246	3	ENSMUSG00000001419	825.0	0.4125	NC	Mef2d
247	3	ENSMUSG00000027835	1300.0	0.65	NC	Pdcd10
248	3	ENSMUSG00000027499	745.0	0.3725	NC	Pkia
249	3	ENSMUSG00000027599	1105.0	0.5525	NC	Armc1
250	3	ENSMUSG00000027552	480.0	0.24	NC	E2f5
251	3	ENSMUSG00000027770	575.0	0.2875	NC	Dhx36
252	3	ENSMUSG00000063052	880.0	0.44	NC	Lrrc40
253	3	ENSMUSG00000028191	235.0	0.1175	NC	Bcl10
254	3	ENSMUSG00000028128	1190.0	0.595	NC	F3
255	3	ENSMUSG00000027860	853.0	0.4265	NC	Vangl1
256	3	ENSMUSG00000027936	735.0	0.3675	NC	Crtc2
257	3	ENSMUSG00000038170	750.0	0.375	NC	Pde4dip
258	3	ENSMUSG00000034544	825.0	0.4125	NC	Rsrc1
259	3	ENSMUSG00000039988	777.0	0.3885	NC	Ankrd13c
260	3	ENSMUSG00000041977	310.0	0.155	NC	Arhgef11
261	3	ENSMUSG00000027907	255.0	0.1275	NC	S100a11
262	3	ENSMUSG00000036580	955.0	0.4775	NC	Spg20
263	3	ENSMUSG00000061175	735.0	0.3675	NC	Fnip2
264	3	ENSMUSG00000025758	1015.0	0.5075	NC	Plk4
265	3	ENSMUSG00000028161	640.0	0.32	NC	Ppp3ca
266	3	ENSMUSG00000033554	525.0	0.2625	NC	Dph5
267	3	ENSMUSG00000033981	725.0	0.3625	NC	Gria2
268	3	ENSMUSG00000028089	305.0	0.1525	NC	Chd1l
269	3	ENSMUSG00000027677	860.0	0.43	NC	Ttc14
270	3	ENSMUSG00000050144	725.0	0.3625	NC	Slc25a44
271	3	ENSMUSG00000027878	635.0	0.3175	NC	Notch2
272	3	ENSMUSG00000038486	420.0	0.21	NC	Sv2a
273	3	ENSMUSG00000049300	1138.0	0.569	NC	Prmt6
274	3	ENSMUSG00000042737	445.0	0.2225	NC	Dpm3
275	3	ENSMUSG00000074182	580.0	0.29	NC	Znhit6
276	3	ENSMUSG00000028040	933.0	0.4665	NC	Efna4
277	3	ENSMUSG00000036632	1195.0	0.5975	NC	Alg5
278	3	ENSMUSG00000033752	280.0	0.14	NC	Mnd1
279	3	ENSMUSG00000027709	665.0	0.3325	NC	Mccc1
280	3	ENSMUSG00000028104	905.0	0.4525	NC	Polr3gl
281	3	ENSMUSG00000041734	1396.0	0.698	NC	Kirrel
282	3	ENSMUSG00000028164	645.0	0.3225	NC	Manba
283	3	ENSMUSG00000042642	890.0	0.445	NC	Flad1
284	3	ENSMUSG00000027630	210.0	0.105	NC	Tbl1xr1
285	3	ENSMUSG00000027854	260.0	0.13	NC	Sike1
286	3	ENSMUSG00000068732	780.0	0.39	NC	Tmem167b
287	3	ENSMUSG00000049504	1635.0	0.8175	NC	Proser1
288	3	ENSMUSG00000036873	777.0	0.3885	NC	2410004B18Rik
289	3	ENSMUSG00000036513	649.0	0.3245	NC	Commd2
290	3	ENSMUSG00000037211	735.0	0.3675	NC	Spry1
291	3	ENSMUSG00000027809	1111.0	0.5555	NC	Etfdh
292	3	ENSMUSG00000028114	655.0	0.3275	NC	Mettl14
293	3	ENSMUSG00000037270	550.0	0.275	NC	4932438A13Rik
294	3	ENSMUSG00000046519	540.0	0.27	NC	Golph3l
295	3	ENSMUSG00000046743	1815.0	0.9075	NC	Fat4
296	3	ENSMUSG00000074513	1080.0	0.54	NC	Arfip1
297	3	ENSMUSG00000038766	850.0	0.425	NC	Gabpb2
298	3	ENSMUSG00000028068	650.0	0.325	NC	Iqgap3
299	3	ENSMUSG00000027803	1506.0	0.753	NC	Wwtr1
300	3	ENSMUSG00000034109	1040.0	0.52	NC	Golim4
301	3	ENSMUSG00000043542	355.0	0.1775	NC	Zc2hc1a
302	3	ENSMUSG00000034640	678.0	0.339	NC	Tiparp
303	3	ENSMUSG00000002228	1246.0	0.623	NC	Ppm1j
304	3	ENSMUSG00000027722	1489.0	0.7445	NC	Spata5
305	3	ENSMUSG00000040151	1260.0	0.63	NC	Hs2st1
306	3	ENSMUSG00000028086	600.0	0.3	NC	Fbxw7
307	3	ENSMUSG00000028035	1025.0	0.5125	NC	Dnajb4
308	3	ENSMUSG00000028057	625.0	0.3125	NC	Rit1
309	3	ENSMUSG00000039234	1105.0	0.5525	NC	Sec24d
310	3	ENSMUSG00000028018	700.0	0.35	NC	Gstcd
311	3	ENSMUSG00000032913	1135.0	0.5675	NC	Lrig2
312	3	ENSMUSG00000008763	638.0	0.319	NC	Man1a2
313	3	ENSMUSG00000027799	490.0	0.245	NC	Nbea
314	3	ENSMUSG00000028041	1125.0	0.5625	NC	Adam15
315	3	ENSMUSG00000028194	408.0	0.204	NC	Ddah1
316	3	ENSMUSG00000038495	480.0	0.24	NC	Otud7b
317	3	ENSMUSG00000058388	885.0	0.4425	NC	Phtf1
318	3	ENSMUSG00000037111	1208.0	0.604	NC	Setd7
319	3	ENSMUSG00000048109	1328.0	0.664	NC	Rbm15
320	3	ENSMUSG00000040389	1067.0	0.5335	NC	Wdr47
0	17	ENSMUSG00000008668	1030.0	0.515	NC	Rps18
1	17	ENSMUSG00000001525	610.0	0.305	NC	Tubb5
2	17	ENSMUSG00000044533	0.0	0.0	NC	Rps2
3	17	ENSMUSG00000023944	1129.0	0.5645	NC	Hsp90ab1
4	17	ENSMUSG00000057863	975.0	0.4875	NC	Rpl36
5	17	ENSMUSG00000052146	345.0	0.1725	NC	Rps10
6	17	ENSMUSG00000037805	1315.0	0.6575	NC	Rpl10a
7	17	ENSMUSG00000067288	440.0	0.22	NC	Rps28
8	17	ENSMUSG00000024406	265.0	0.1325	NC	Pou5f1
9	17	ENSMUSG00000055839	445.0	0.2225	NC	Elob
10	17	ENSMUSG00000019432	978.0	0.489	NC	Ddx39b
11	17	ENSMUSG00000039218	640.0	0.32	NC	Srrm2
12	17	ENSMUSG00000068039	688.0	0.344	NC	Tcp1
13	17	ENSMUSG00000036438	85.0	0.0425	NC	Calm2
14	17	ENSMUSG00000014769	555.0	0.2775	NC	Psmb1
15	17	ENSMUSG00000046711	490.0	0.245	NC	Hmga1
16	17	ENSMUSG00000007564	690.0	0.345	NC	Ppp2r1a
17	17	ENSMUSG00000024392	1015.0	0.5075	NC	Bag6
18	17	ENSMUSG00000071172	705.0	0.3525	NC	Srsf3
19	17	ENSMUSG00000041881	440.0	0.22	NC	Ndufa7
20	17	ENSMUSG00000015120	645.0	0.3225	NC	Ube2i
21	17	ENSMUSG00000036036	0.0	0.0	NC	Zfp57
22	17	ENSMUSG00000024393	610.0	0.305	NC	Prrc2a
23	17	ENSMUSG00000013236	679.0	0.3395	NC	Ptprs
24	17	ENSMUSG00000061613	450.0	0.225	NC	U2af1
25	17	ENSMUSG00000007039	905.0	0.4525	NC	Ddah2
26	17	ENSMUSG00000024097	700.0	0.35	NC	Srsf7
27	17	ENSMUSG00000059208	0.0	0.0	NC	Hnrnpm
28	17	ENSMUSG00000024012	245.0	0.1225	NC	Mtch1
29	17	ENSMUSG00000096255	440.0	0.22	NC	Dynlt1b
30	17	ENSMUSG00000013787	656.0	0.328	NC	Ehmt2
31	17	ENSMUSG00000034868	1217.0	0.6085	NC	Myl12b
32	17	ENSMUSG00000005370	610.0	0.305	NC	Msh6
33	17	ENSMUSG00000007029	635.0	0.3175	NC	Vars
34	17	ENSMUSG00000007041	830.0	0.415	NC	Clic1
35	17	ENSMUSG00000024387	894.0	0.447	NC	Csnk2b
36	17	ENSMUSG00000024048	520.0	0.26	NC	Myl12a
37	17	ENSMUSG00000001228	1033.0	0.5165	NC	Uhrf1
38	17	ENSMUSG00000023942	260.0	0.13	NC	Slc29a1
39	17	ENSMUSG00000032796	340.0	0.17	NC	Lama1
40	17	ENSMUSG00000024121	780.0	0.39	NC	Atp6v0c
41	17	ENSMUSG00000024248	0.0	0.0	NC	Cox7a2l
42	17	ENSMUSG00000067148	1125.0	0.5625	NC	Polr1c
43	17	ENSMUSG00000092074	275.0	0.1375	NC	Dynlt1a
44	17	ENSMUSG00000024026	0.0	0.0	NC	Glo1
45	17	ENSMUSG00000024091	480.0	0.24	NC	Vapa
46	17	ENSMUSG00000049124	0.0	0.0	NC	Gm8186
47	17	ENSMUSG00000024151	405.0	0.2025	NC	Msh2
48	17	ENSMUSG00000023067	100.0	0.05	NC	Cdkn1a
49	17	ENSMUSG00000024335	443.0	0.2215	NC	Brd2
50	17	ENSMUSG00000034681	440.0	0.22	NC	Rnps1
51	17	ENSMUSG00000023951	720.0	0.36	NC	Vegfa
52	17	ENSMUSG00000024067	0.0	0.0	NC	Dpy30
53	17	ENSMUSG00000095677	0.0	0.0	NC	Dynlt1f
54	17	ENSMUSG00000024327	950.0	0.475	NC	Slc39a7
55	17	ENSMUSG00000024181	235.0	0.1175	NC	Mrpl28
56	17	ENSMUSG00000002767	950.0	0.475	NC	Mrpl2
57	17	ENSMUSG00000002274	626.0	0.313	NC	Metrn
58	17	ENSMUSG00000024309	965.0	0.4825	NC	Pfdn6
59	17	ENSMUSG00000034254	1300.0	0.65	NC	Agpat1
60	17	ENSMUSG00000040048	749.0	0.3745	NC	Ndufb10
61	17	ENSMUSG00000052752	880.0	0.44	NC	Traf7
62	17	ENSMUSG00000024426	380.0	0.19	NC	Atat1
63	17	ENSMUSG00000038762	325.0	0.1625	NC	Abcf1
64	17	ENSMUSG00000002372	630.0	0.315	NC	Ranbp3
65	17	ENSMUSG00000042625	605.0	0.3025	NC	Safb2
66	17	ENSMUSG00000024006	725.0	0.3625	NC	Stk38
67	17	ENSMUSG00000024213	470.0	0.235	NC	Nudt3
68	17	ENSMUSG00000052397	890.0	0.445	NC	Ezr
69	17	ENSMUSG00000071054	605.0	0.3025	NC	Safb
70	17	ENSMUSG00000007670	600.0	0.3	NC	Khsrp
71	17	ENSMUSG00000002833	770.0	0.385	NC	Hdgfl2
72	17	ENSMUSG00000023832	565.0	0.2825	NC	Acat2
73	17	ENSMUSG00000036026	527.0	0.2635	NC	Tmem63b
74	17	ENSMUSG00000072082	700.0	0.35	NC	Ccnf
75	17	ENSMUSG00000023972	1170.0	0.585	NC	Ptk7
76	17	ENSMUSG00000003534	990.0	0.495	NC	Ddr1
77	17	ENSMUSG00000024208	284.0	0.142	NC	Uqcc2
78	17	ENSMUSG00000024163	620.0	0.31	NC	Mapk8ip3
79	17	ENSMUSG00000049823	0.0	0.0	NC	Zbtb12
80	17	ENSMUSG00000063888	700.0	0.35	NC	Rpl7l1
81	17	ENSMUSG00000003199	95.0	0.0475	NC	Mpnd
82	17	ENSMUSG00000024038	587.0	0.2935	NC	Ndufv3
83	17	ENSMUSG00000024462	290.0	0.145	NC	Gabbr1
84	17	ENSMUSG00000024217	0.0	0.0	NC	Snrpc
85	17	ENSMUSG00000024369	625.0	0.3125	NC	Nelfe
86	17	ENSMUSG00000041168	635.0	0.3175	NC	Lonp1
87	17	ENSMUSG00000047407	1000.0	0.5	NC	Tgif1
88	17	ENSMUSG00000024007	460.0	0.23	NC	Ppil1
89	17	ENSMUSG00000023991	763.0	0.3815	NC	Foxp4
90	17	ENSMUSG00000059409	935.0	0.4675	NC	Ppp2r5d
91	17	ENSMUSG00000079553	105.0	0.0525	NC	Kifc1
92	17	ENSMUSG00000024188	675.0	0.3375	NC	Luc7l
