	count	mean	std	min	25%	50%	75%	max	mode	ATACseq_overlap	ATACseq_ranges_overlap	ATACseq_Jaccard	DNAseq_overlap	DNAseq_ranges_overlap	DNAseq_Jaccard	genes_overlap	percentage_open	percentage_open_adj	model_name
Length	5404.0	109.20244263508512	94.78831977101143	5.0	70.0	90.0	115.0	1450.0	95.0	0.6422560867851171	0.08005863114906885	0.07664093854125098	0.5387477366493315	0.11041804348194466	0.10088122640954425	0.635888702489282	0.03231515382101929	0.03866735518710845	k-means 5 features n_clusters=10, scale=8, threshold=2.5
Length	2991.0	103.16783684386493	88.29897476821868	5.0	65.0	85.0	110.0	1085.0	95.0	0.5372547953399219	0.12807583245564289	0.11535105001240459	0.4428064721494184	0.17356234302843718	0.14245133216479106	0.66634691728105	0.01689737615495065	0.020218899440567314	k-means 5 features n_clusters=10, scale=8, threshold=3
Length	22936.0	163.1239972096268	160.97068526671532	5.0	85.0	110.0	190.0	4055.0	95.0	0.8955288807928115	0.017607256297889673	0.017571164469737645	0.8454224507850416	0.027330056139232995	0.027194165699495867	0.5685235948353189	0.20487740716080766	0.24515023250014367	k-means 5 features n_clusters=10, scale=16, threshold=1
Length	15989.0	138.24191631746825	124.97029426053987	5.0	85.0	100.0	155.0	2110.0	95.0	0.8293253218417368	0.027600153821792928	0.0274442677487342	0.7494977221804231	0.041012056914063386	0.04045749265391083	0.5888225846585382	0.12103739896004267	0.14482976384495813	k-means 5 features n_clusters=10, scale=16, threshold=1.5
Length	10048.0	119.99154060509554	104.34543101601398	5.0	75.0	95.0	130.0	1490.0	95.0	0.7438996207229375	0.04538702386629896	0.04468874998570862	0.6465865778137893	0.06486325087606527	0.06264237996827991	0.6067771165529683	0.06602201732356842	0.07899998892653648	k-means 5 features n_clusters=10, scale=16, threshold=2
Length	5254.0	107.02797868290826	94.69541671545106	5.0	65.0	90.0	115.0	1450.0	95.0	0.6377020432022403	0.08342150891388432	0.0796467088641982	0.5310420094419962	0.11422042413195216	0.10375497742490448	0.6379940425910283	0.03079256921763793	0.03684547558265256	k-means 5 features n_clusters=10, scale=16, threshold=2.5
Length	3040.0	101.98026315789474	90.43554589739742	5.0	60.0	85.0	110.0	1095.0	95.0	0.5423254170008565	0.12868202051480548	0.11607654639250248	0.447287699774285	0.17450164505515772	0.14354817311009102	0.6666892458551061	0.01697650346125837	0.02031358082982963	k-means 5 features n_clusters=10, scale=16, threshold=3
Length	22874.0	164.63036635481333	161.70111323596956	5.0	90.0	110.0	195.0	2565.0	95.0	0.8994439988580906	0.017569916258492652	0.017535471669309903	0.8488701849539889	0.027264121006278952	0.02713242005753648	0.568755535078623	0.20621041478533966	0.24674526991108664	k-means 5 features n_clusters=10, scale=32, threshold=1
Length	17064.0	135.5391467416784	128.1353406551776	5.0	75.0	100.0	155.0	2180.0	95.0	0.8354155054988377	0.02657079607754968	0.026432430502716837	0.7575672390842422	0.039616661766486226	0.03912069276164501	0.5863509797478424	0.12664968797283016	0.15154526252004116	k-means 5 features n_clusters=10, scale=32, threshold=1.5
Length	10395.0	119.63540163540164	105.89622198133857	5.0	70.0	95.0	130.0	1500.0	95.0	0.7503296583787605	0.044382885309703204	0.043736964886812425	0.6511587528627769	0.06332933958395316	0.06125126574698126	0.6059841911853394	0.06809931446182671	0.08148562110762024	k-means 5 features n_clusters=10, scale=32, threshold=2
Length	6442.0	107.1445203352996	96.0264321917969	5.0	60.0	90.0	115.0	1475.0	95.0	0.663965960223488	0.07076243254011373	0.0683158401217438	0.5574002265417656	0.09767394690137274	0.0906438527637387	0.6288630519033649	0.0377962941150476	0.04522592519279129	k-means 5 features n_clusters=10, scale=32, threshold=2.5
Length	3003.0	102.53413253413254	88.03411316312636	5.0	60.0	85.0	110.0	1095.0	95.0	0.5373363602996153	0.1283719268617453	0.11559495122008281	0.44307931442178106	0.17404436361274397	0.1428042284334704	0.6690688837647365	0.01686096116623464	0.020175326344470813	k-means 5 features n_clusters=10, scale=32, threshold=3
Length	21652.0	166.22667651949013	158.1590620956932	5.0	90.0	110.0	195.0	2595.0	95.0	0.8922526882451299	0.01823630089410248	0.018196229289954773	0.8413298166996006	0.028272865184460733	0.028122910811642164	0.5704629439254933	0.19708668043208	0.23582807982669832	k-means 5 features n_clusters=10, scale=64, threshold=1
Length	16089.0	136.17689104357015	123.61186984464693	5.0	80.0	95.0	150.0	2110.0	95.0	0.8245129892198312	0.027682968575275566	0.027520816894365748	0.7471496250485742	0.041245578402063034	0.04067778451987187	0.5887158538533512	0.11997506695840275	0.14355860886109034	k-means 5 features n_clusters=10, scale=64, threshold=1.5
Length	10707.0	119.09078173157748	106.39808007696718	5.0	70.0	95.0	130.0	1580.0	95.0	0.7563110887562703	0.043631700918747865	0.04302681064877795	0.6559376266029483	0.062218405543072924	0.06025203555200464	0.6053697538634073	0.06982396118304578	0.08354928225282211	k-means 5 features n_clusters=10, scale=64, threshold=2
Length	5869.0	109.37042085534162	94.74340072582446	5.0	65.0	90.0	115.0	1280.0	95.0	0.6556327401748209	0.0751353414499256	0.07228274635169141	0.5487767571455737	0.1034032045739568	0.09530058724711761	0.6316079732666557	0.0351497732058075	0.042059176720093835	k-means 5 features n_clusters=10, scale=64, threshold=2.5
Length	3042.0	102.77284681130836	88.50225500399065	5.0	60.0	85.0	110.0	1085.0	95.0	0.5397697149304659	0.12700433412765685	0.11459493780484285	0.4468660344442699	0.17287891630815488	0.1424054635133426	0.6672573448270347	0.017119699243953648	0.020484924658840678	k-means 5 features n_clusters=10, scale=64, threshold=3
Length	21429.0	166.9156283540996	155.5101310267996	5.0	90.0	110.0	190.0	2560.0	95.0	0.8897921452943816	0.018299418340516127	0.01825803597380376	0.8383946952847895	0.02834992388522255	0.02819584465605841	0.5696125205663667	0.19586527242710172	0.23436657921251425	k-means 5 features n_clusters=10, scale=128, threshold=1
Length	16287.0	137.40498557131454	125.24481655688942	5.0	80.0	100.0	155.0	2175.0	95.0	0.8246761191392178	0.027107374498137774	0.026952051082009515	0.7485551761486247	0.04045596012359719	0.039913557436824586	0.5879736272378531	0.12254684131185736	0.1466359178207476	k-means 5 features n_clusters=10, scale=128, threshold=1.5
Length	10768.0	121.19660104011886	106.34384930017647	5.0	75.0	95.0	130.0	1580.0	95.0	0.7570315792335612	0.04267132550984832	0.04209482371545326	0.6596664709919057	0.06113658915976077	0.05926721576457724	0.60464428429671	0.07146345706598906	0.08551105442895623	k-means 5 features n_clusters=10, scale=128, threshold=2
Length	5028.0	108.75298329355608	93.92988340707677	5.0	70.0	90.0	115.0	1450.0	95.0	0.6277511181196558	0.08444980889157111	0.08042243635850664	0.5270072509900867	0.11656882646623141	0.10552831207017009	0.639329931786178	0.029942977413233623	0.035828879212822205	k-means 5 features n_clusters=10, scale=128, threshold=2.5
Length	3257.0	103.77494626957322	90.16401250492123	5.0	60.0	85.0	110.0	1115.0	95.0	0.5542203069561317	0.12062012751667923	0.10995261430416924	0.45749861511876905	0.16371248095386026	0.1370976933178068	0.6652524445627894	0.018508397159499458	0.022146599421257553	k-means 5 features n_clusters=10, scale=128, threshold=3
Length	21637.0	173.68858899108008	161.72540168915023	5.0	95.0	115.0	200.0	2550.0	95.0	0.8960318647109202	0.017538915941566216	0.017503295494016063	0.8476547966498276	0.02728054069875735	0.027147436559419955	0.5683419813203481	0.20579123171974412	0.24624368788008108	k-means 5 features n_clusters=10, scale=256, threshold=1
Length	15014.0	135.5854535766618	120.10027501336911	5.0	85.0	95.0	145.0	1985.0	95.0	0.8136648495806201	0.029402460111608898	0.029205806419187786	0.7322425154403922	0.043505855537216066	0.04282457272861346	0.5911533246875736	0.11147257778857633	0.13338478234845358	k-means 5 features n_clusters=10, scale=256, threshold=1.5
Length	10625.0	119.0155294117647	105.85299786571018	5.0	70.0	95.0	130.0	1495.0	95.0	0.7512676554152337	0.043702848466636086	0.04307951828642298	0.6517209733027971	0.062334920208138925	0.06032537821505758	0.605477090483496	0.06924542831720423	0.08285702697423637	k-means 5 features n_clusters=10, scale=256, threshold=2
Length	5864.0	107.7643246930423	94.34712444098344	5.0	65.0	90.0	115.0	1460.0	95.0	0.6478704748440071	0.07541658095042172	0.07244695842257838	0.5445849076883645	0.10423148133495799	0.09587459898808172	0.6317107907521403	0.034604095968882656	0.041406235513174114	k-means 5 features n_clusters=10, scale=256, threshold=2.5
Length	3324.0	103.02496991576415	90.53434003237058	5.0	60.0	85.0	110.0	1220.0	95.0	0.5560283302293335	0.11943759034033669	0.10903885218893457	0.4575234189617111	0.1615891138981764	0.13560763306025725	0.6609393934969559	0.018752624001113587	0.02243883402064159	k-means 5 features n_clusters=10, scale=256, threshold=3
Length	23068.0	169.54634125195076	168.02231568366997	5.0	95.0	115.0	200.0	4590.0	95.0	0.9001373010154837	0.016930041331136163	0.016898302156393322	0.8530868382541402	0.026381358673210443	0.02626204419394512	0.5672641549233655	0.21416914329659473	0.25626844853765085	k-means 5 features n_clusters=10, scale=512, threshold=1
Length	16157.0	138.7909265333911	125.18214156119615	5.0	80.0	100.0	155.0	2095.0	95.0	0.8300458123190277	0.027228761463491857	0.027077798280846513	0.7523253602758188	0.04057758384263605	0.04004266852549352	0.5882690545364546	0.12279490131017844	0.14693273906182602	k-means 5 features n_clusters=10, scale=512, threshold=1.5
Length	9787.0	118.94094206600593	103.07260831951068	5.0	75.0	95.0	125.0	1485.0	95.0	0.7398349668982205	0.04675214225887507	0.04599594493975303	0.6414687182200762	0.06664948564310719	0.06425583404213381	0.6084607950518652	0.06374402705201063	0.07627421329102615	k-means 5 features n_clusters=10, scale=512, threshold=2
Length	6022.0	108.41082696778479	94.63348262057394	5.0	65.0	90.0	115.0	1465.0	95.0	0.6594255108005601	0.07430190702305277	0.07155596007098361	0.5504220787273975	0.10197288810599678	0.09413256865556413	0.6294677184651911	0.035749662230444894	0.04277698614526248	k-means 5 features n_clusters=10, scale=512, threshold=2.5
Length	2943.0	103.65443425076452	89.75582777659436	5.0	65.0	85.0	110.0	1100.0	95.0	0.5382879514960373	0.12980282244185476	0.11679876349113176	0.4435753912806224	0.17586992509547458	0.14408331856244327	0.667509137696481	0.016704623131972685	0.01998825688679336	k-means 5 features n_clusters=10, scale=512, threshold=3
