	TT_S0	starting_nt	Chromosome	Start	End	genes	transcripts	exons	CDSs	labels
131	1.0	3013016	18	3013016	3013116	0	0	0	0	0
132	7.0	3013116	18	3013116	3013216	0	0	0	0	0
133	8.0	3013216	18	3013216	3013316	0	0	0	0	0
134	4.0	3013316	18	3013316	3013416	0	0	0	0	0
135	1.0	3013416	18	3013416	3013516	0	0	0	0	0
136	5.0	3013516	18	3013516	3013616	0	0	0	0	0
137	9.0	3013616	18	3013616	3013716	0	0	0	0	0
138	3.0	3013716	18	3013716	3013816	0	0	0	0	0
139	0.0	3013816	18	3013816	3013916	0	0	0	0	0
140	0.0	3013916	18	3013916	3014016	0	0	0	0	0
141	0.0	3014016	18	3014016	3014116	0	0	0	0	0
142	0.0	3014116	18	3014116	3014216	0	0	0	0	0
143	0.0	3014216	18	3014216	3014316	0	0	0	0	0
144	2.0	3014316	18	3014316	3014416	0	0	0	0	0
145	1.0	3014416	18	3014416	3014516	0	0	0	0	0
146	0.0	3014516	18	3014516	3014616	0	0	0	0	0
147	3.0	3014616	18	3014616	3014716	0	0	0	0	0
148	15.0	3014716	18	3014716	3014816	0	0	0	0	0
149	1.0	3014816	18	3014816	3014916	0	0	0	0	0
150	10.0	3014916	18	3014916	3015016	0	0	0	0	0
151	3.0	3015016	18	3015016	3015116	0	0	0	0	0
152	0.0	3015116	18	3015116	3015216	0	0	0	0	0
153	1.0	3015216	18	3015216	3015316	0	0	0	0	0
154	6.0	3015316	18	3015316	3015416	0	0	0	0	0
155	0.0	3015416	18	3015416	3015516	0	0	0	0	0
156	13.0	3015516	18	3015516	3015616	0	0	0	0	0
157	3.0	3015616	18	3015616	3015716	0	0	0	0	0
158	2.0	3015716	18	3015716	3015816	0	0	0	0	0
159	1.0	3015816	18	3015816	3015916	0	0	0	0	0
160	17.0	3015916	18	3015916	3016016	0	0	0	0	0
161	0.0	3016016	18	3016016	3016116	0	0	0	0	0
162	13.0	3016116	18	3016116	3016216	0	0	0	0	0
163	1.0	3016216	18	3016216	3016316	0	0	0	0	0
164	0.0	3016316	18	3016316	3016416	0	0	0	0	0
165	10.0	3016416	18	3016416	3016516	0	0	0	0	0
166	11.0	3016516	18	3016516	3016616	0	0	0	0	0
167	3.0	3016616	18	3016616	3016716	0	0	0	0	0
168	0.0	3016716	18	3016716	3016816	0	0	0	0	0
169	0.0	3016816	18	3016816	3016916	0	0	0	0	0
170	0.0	3016916	18	3016916	3017016	0	0	0	0	0
171	0.0	3017016	18	3017016	3017116	0	0	0	0	0
172	1.0	3017116	18	3017116	3017216	0	0	0	0	0
173	0.0	3017216	18	3017216	3017316	0	0	0	0	0
174	2.0	3017316	18	3017316	3017416	0	0	0	0	0
175	0.0	3017416	18	3017416	3017516	0	0	0	0	0
176	0.0	3017516	18	3017516	3017616	0	0	0	0	0
177	0.0	3017616	18	3017616	3017716	0	0	0	0	0
178	0.0	3017716	18	3017716	3017816	0	0	0	0	0
179	1.0	3017816	18	3017816	3017916	0	0	0	0	0
180	3.0	3017916	18	3017916	3018016	0	0	0	0	0
181	10.0	3018016	18	3018016	3018116	0	0	0	0	0
182	2.0	3018116	18	3018116	3018216	0	0	0	0	0
183	3.0	3018216	18	3018216	3018316	0	0	0	0	0
184	0.0	3018316	18	3018316	3018416	0	0	0	0	0
185	0.0	3018416	18	3018416	3018516	0	0	0	0	0
186	3.0	3018516	18	3018516	3018616	0	0	0	0	0
187	0.0	3018616	18	3018616	3018716	0	0	0	0	0
188	0.0	3018716	18	3018716	3018816	0	0	0	0	0
189	0.0	3018816	18	3018816	3018916	0	0	0	0	0
190	0.0	3018916	18	3018916	3019016	0	0	0	0	0
191	0.0	3019016	18	3019016	3019116	0	0	0	0	0
192	1.0	3019116	18	3019116	3019216	0	0	0	0	0
193	0.0	3019216	18	3019216	3019316	0	0	0	0	0
194	0.0	3019316	18	3019316	3019416	0	0	0	0	0
195	0.0	3019416	18	3019416	3019516	0	0	0	0	0
196	0.0	3019516	18	3019516	3019616	0	0	0	0	0
197	0.0	3019616	18	3019616	3019716	0	0	0	0	0
198	0.0	3019716	18	3019716	3019816	0	0	0	0	0
199	0.0	3019816	18	3019816	3019916	0	0	0	0	0
200	0.0	3019916	18	3019916	3020016	0	0	0	0	0
201	0.0	3020016	18	3020016	3020116	0	0	0	0	0
202	0.0	3020116	18	3020116	3020216	0	0	0	0	0
203	0.0	3020216	18	3020216	3020316	0	0	0	0	0
204	0.0	3020316	18	3020316	3020416	0	0	0	0	0
205	0.0	3020416	18	3020416	3020516	0	0	0	0	0
206	0.0	3020516	18	3020516	3020616	0	0	0	0	0
207	12.0	3020616	18	3020616	3020716	0	0	0	0	0
208	20.0	3020716	18	3020716	3020816	0	0	0	0	0
209	1.0	3020816	18	3020816	3020916	0	0	0	0	0
210	1.0	3020916	18	3020916	3021016	0	0	0	0	0
211	0.0	3021016	18	3021016	3021116	0	0	0	0	0
212	0.0	3021116	18	3021116	3021216	0	0	0	0	0
213	2.0	3021216	18	3021216	3021316	0	0	0	0	0
214	0.0	3021316	18	3021316	3021416	0	0	0	0	0
215	0.0	3021416	18	3021416	3021516	0	0	0	0	0
216	0.0	3021516	18	3021516	3021616	0	0	0	0	0
217	1.0	3021616	18	3021616	3021716	0	0	0	0	0
218	1.0	3021716	18	3021716	3021816	0	0	0	0	0
219	0.0	3021816	18	3021816	3021916	0	0	0	0	0
220	0.0	3021916	18	3021916	3022016	0	0	0	0	0
221	0.0	3022016	18	3022016	3022116	0	0	0	0	0
222	0.0	3022116	18	3022116	3022216	0	0	0	0	0
223	0.0	3022216	18	3022216	3022316	0	0	0	0	0
224	0.0	3022316	18	3022316	3022416	0	0	0	0	0
225	0.0	3022416	18	3022416	3022516	0	0	0	0	0
226	0.0	3022516	18	3022516	3022616	0	0	0	0	0
227	0.0	3022616	18	3022616	3022716	0	0	0	0	0
228	0.0	3022716	18	3022716	3022816	0	0	0	0	0
229	0.0	3022816	18	3022816	3022916	0	0	0	0	0
230	0.0	3022916	18	3022916	3023016	0	0	0	0	0
231	0.0	3023016	18	3023016	3023116	0	0	0	0	0
232	0.0	3023116	18	3023116	3023216	0	0	0	0	0
233	0.0	3023216	18	3023216	3023316	0	0	0	0	0
234	0.0	3023316	18	3023316	3023416	0	0	0	0	0
235	0.0	3023416	18	3023416	3023516	0	0	0	0	0
236	3.0	3023516	18	3023516	3023616	0	0	0	0	0
237	0.0	3023616	18	3023616	3023716	0	0	0	0	0
238	0.0	3023716	18	3023716	3023816	0	0	0	0	0
239	0.0	3023816	18	3023816	3023916	0	0	0	0	0
240	1.0	3023916	18	3023916	3024016	0	0	0	0	0
241	0.0	3024016	18	3024016	3024116	0	0	0	0	0
242	0.0	3024116	18	3024116	3024216	0	0	0	0	0
243	0.0	3024216	18	3024216	3024316	0	0	0	0	0
244	0.0	3024316	18	3024316	3024416	0	0	0	0	0
245	0.0	3024416	18	3024416	3024516	0	0	0	0	0
246	0.0	3024516	18	3024516	3024616	0	0	0	0	0
247	0.0	3024616	18	3024616	3024716	0	0	0	0	0
248	0.0	3024716	18	3024716	3024816	0	0	0	0	0
249	0.0	3024816	18	3024816	3024916	0	0	0	0	0
250	0.0	3024916	18	3024916	3025016	0	0	0	0	0
251	0.0	3025016	18	3025016	3025116	0	0	0	0	0
252	1.0	3025116	18	3025116	3025216	0	0	0	0	0
253	0.0	3025216	18	3025216	3025316	0	0	0	0	0
254	0.0	3025316	18	3025316	3025416	0	0	0	0	0
255	0.0	3025416	18	3025416	3025516	0	0	0	0	0
256	2.0	3025516	18	3025516	3025616	0	0	0	0	0
257	0.0	3025616	18	3025616	3025716	0	0	0	0	0
258	1.0	3025716	18	3025716	3025816	0	0	0	0	0
259	0.0	3025816	18	3025816	3025916	0	0	0	0	0
260	0.0	3025916	18	3025916	3026016	0	0	0	0	0
261	0.0	3026016	18	3026016	3026116	0	0	0	0	0
262	0.0	3026116	18	3026116	3026216	0	0	0	0	0
263	0.0	3026216	18	3026216	3026316	0	0	0	0	0
264	0.0	3026316	18	3026316	3026416	0	0	0	0	0
265	2.0	3026416	18	3026416	3026516	0	0	0	0	0
266	0.0	3026516	18	3026516	3026616	0	0	0	0	0
267	0.0	3026616	18	3026616	3026716	0	0	0	0	0
268	2.0	3026716	18	3026716	3026816	0	0	0	0	0
269	1.0	3026816	18	3026816	3026916	0	0	0	0	0
270	2.0	3026916	18	3026916	3027016	0	0	0	0	0
271	0.0	3027016	18	3027016	3027116	0	0	0	0	0
272	2.0	3027116	18	3027116	3027216	0	0	0	0	0
273	2.0	3027216	18	3027216	3027316	0	0	0	0	0
274	2.0	3027316	18	3027316	3027416	0	0	0	0	0
275	1.0	3027416	18	3027416	3027516	0	0	0	0	0
276	0.0	3027516	18	3027516	3027616	0	0	0	0	0
277	1.0	3027616	18	3027616	3027716	0	0	0	0	0
278	0.0	3027716	18	3027716	3027816	0	0	0	0	0
279	0.0	3027816	18	3027816	3027916	0	0	0	0	0
280	1.0	3027916	18	3027916	3028016	0	0	0	0	0
281	1.0	3028016	18	3028016	3028116	0	0	0	0	0
282	0.0	3028116	18	3028116	3028216	0	0	0	0	0
283	0.0	3028216	18	3028216	3028316	0	0	0	0	0
284	1.0	3028316	18	3028316	3028416	0	0	0	0	0
285	0.0	3028416	18	3028416	3028516	0	0	0	0	0
286	0.0	3028516	18	3028516	3028616	0	0	0	0	0
287	0.0	3028616	18	3028616	3028716	0	0	0	0	0
288	0.0	3028716	18	3028716	3028816	0	0	0	0	0
289	0.0	3028816	18	3028816	3028916	0	0	0	0	0
290	0.0	3028916	18	3028916	3029016	0	0	0	0	0
291	0.0	3029016	18	3029016	3029116	0	0	0	0	0
292	1.0	3029116	18	3029116	3029216	0	0	0	0	0
293	0.0	3029216	18	3029216	3029316	0	0	0	0	0
294	0.0	3029316	18	3029316	3029416	0	0	0	0	0
295	0.0	3029416	18	3029416	3029516	0	0	0	0	0
296	5.0	3029516	18	3029516	3029616	0	0	0	0	0
297	0.0	3029616	18	3029616	3029716	0	0	0	0	0
298	0.0	3029716	18	3029716	3029816	0	0	0	0	0
299	0.0	3029816	18	3029816	3029916	0	0	0	0	0
300	1.0	3029916	18	3029916	3030016	0	0	0	0	0
301	2.0	3030016	18	3030016	3030116	0	0	0	0	0
302	3.0	3030116	18	3030116	3030216	0	0	0	0	0
303	0.0	3030216	18	3030216	3030316	0	0	0	0	0
304	2.0	3030316	18	3030316	3030416	0	0	0	0	0
305	0.0	3030416	18	3030416	3030516	0	0	0	0	0
306	0.0	3030516	18	3030516	3030616	0	0	0	0	0
307	0.0	3030616	18	3030616	3030716	0	0	0	0	0
308	0.0	3030716	18	3030716	3030816	0	0	0	0	0
309	4.0	3030816	18	3030816	3030916	0	0	0	0	0
310	1.0	3030916	18	3030916	3031016	0	0	0	0	0
311	5.0	3031016	18	3031016	3031116	0	0	0	0	0
312	7.0	3031116	18	3031116	3031216	0	0	0	0	0
313	2.0	3031216	18	3031216	3031316	0	0	0	0	0
314	0.0	3031316	18	3031316	3031416	0	0	0	0	0
315	0.0	3031416	18	3031416	3031516	0	0	0	0	0
316	0.0	3031516	18	3031516	3031616	0	0	0	0	0
317	0.0	3031616	18	3031616	3031716	0	0	0	0	0
318	0.0	3031716	18	3031716	3031816	0	0	0	0	0
319	0.0	3031816	18	3031816	3031916	0	0	0	0	0
320	0.0	3031916	18	3031916	3032016	0	0	0	0	0
321	0.0	3032016	18	3032016	3032116	0	0	0	0	0
322	0.0	3032116	18	3032116	3032216	0	0	0	0	0
323	0.0	3032216	18	3032216	3032316	0	0	0	0	0
324	0.0	3032316	18	3032316	3032416	0	0	0	0	0
325	0.0	3032416	18	3032416	3032516	0	0	0	0	0
326	0.0	3032516	18	3032516	3032616	0	0	0	0	0
327	0.0	3032616	18	3032616	3032716	0	0	0	0	0
328	0.0	3032716	18	3032716	3032816	0	0	0	0	0
329	0.0	3032816	18	3032816	3032916	0	0	0	0	0
330	0.0	3032916	18	3032916	3033016	0	0	0	0	0
331	0.0	3033016	18	3033016	3033116	0	0	0	0	0
332	0.0	3033116	18	3033116	3033216	0	0	0	0	0
333	0.0	3033216	18	3033216	3033316	0	0	0	0	0
334	0.0	3033316	18	3033316	3033416	0	0	0	0	0
335	0.0	3033416	18	3033416	3033516	0	0	0	0	0
336	0.0	3033516	18	3033516	3033616	0	0	0	0	0
337	0.0	3033616	18	3033616	3033716	0	0	0	0	0
338	0.0	3033716	18	3033716	3033816	0	0	0	0	0
339	0.0	3033816	18	3033816	3033916	0	0	0	0	0
340	0.0	3033916	18	3033916	3034016	0	0	0	0	0
341	0.0	3034016	18	3034016	3034116	0	0	0	0	0
342	0.0	3034116	18	3034116	3034216	0	0	0	0	0
343	0.0	3034216	18	3034216	3034316	0	0	0	0	0
344	0.0	3034316	18	3034316	3034416	0	0	0	0	0
345	0.0	3034416	18	3034416	3034516	0	0	0	0	0
346	0.0	3034516	18	3034516	3034616	0	0	0	0	0
347	0.0	3034616	18	3034616	3034716	0	0	0	0	0
348	0.0	3034716	18	3034716	3034816	0	0	0	0	0
349	0.0	3034816	18	3034816	3034916	0	0	0	0	0
350	0.0	3034916	18	3034916	3035016	0	0	0	0	0
351	0.0	3035016	18	3035016	3035116	0	0	0	0	0
352	0.0	3035116	18	3035116	3035216	0	0	0	0	0
353	0.0	3035216	18	3035216	3035316	0	0	0	0	0
354	0.0	3035316	18	3035316	3035416	0	0	0	0	0
355	0.0	3035416	18	3035416	3035516	0	0	0	0	0
356	0.0	3035516	18	3035516	3035616	0	0	0	0	0
357	0.0	3035616	18	3035616	3035716	0	0	0	0	0
358	0.0	3035716	18	3035716	3035816	0	0	0	0	0
359	0.0	3035816	18	3035816	3035916	0	0	0	0	0
360	0.0	3035916	18	3035916	3036016	0	0	0	0	0
361	0.0	3036016	18	3036016	3036116	0	0	0	0	0
362	0.0	3036116	18	3036116	3036216	0	0	0	0	0
363	0.0	3036216	18	3036216	3036316	0	0	0	0	0
364	0.0	3036316	18	3036316	3036416	0	0	0	0	0
365	0.0	3036416	18	3036416	3036516	0	0	0	0	0
366	0.0	3036516	18	3036516	3036616	0	0	0	0	0
367	0.0	3036616	18	3036616	3036716	0	0	0	0	0
368	0.0	3036716	18	3036716	3036816	0	0	0	0	0
369	0.0	3036816	18	3036816	3036916	0	0	0	0	0
370	0.0	3036916	18	3036916	3037016	0	0	0	0	0
371	0.0	3037016	18	3037016	3037116	0	0	0	0	0
372	0.0	3037116	18	3037116	3037216	0	0	0	0	0
373	0.0	3037216	18	3037216	3037316	0	0	0	0	0
374	0.0	3037316	18	3037316	3037416	0	0	0	0	0
375	0.0	3037416	18	3037416	3037516	0	0	0	0	0
376	0.0	3037516	18	3037516	3037616	0	0	0	0	0
377	0.0	3037616	18	3037616	3037716	0	0	0	0	0
378	0.0	3037716	18	3037716	3037816	0	0	0	0	0
379	0.0	3037816	18	3037816	3037916	0	0	0	0	0
380	0.0	3037916	18	3037916	3038016	0	0	0	0	0
381	5.0	3038016	18	3038016	3038116	0	0	0	0	0
382	0.0	3038116	18	3038116	3038216	0	0	0	0	0
383	2.0	3038216	18	3038216	3038316	0	0	0	0	0
384	0.0	3038316	18	3038316	3038416	0	0	0	0	0
385	12.0	3038416	18	3038416	3038516	0	0	0	0	0
386	1.0	3038516	18	3038516	3038616	0	0	0	0	0
387	1.0	3038616	18	3038616	3038716	0	0	0	0	0
388	1.0	3038716	18	3038716	3038816	0	0	0	0	0
389	1.0	3038816	18	3038816	3038916	0	0	0	0	0
390	0.0	3038916	18	3038916	3039016	0	0	0	0	0
391	0.0	3039016	18	3039016	3039116	0	0	0	0	0
392	0.0	3039116	18	3039116	3039216	0	0	0	0	0
393	0.0	3039216	18	3039216	3039316	0	0	0	0	0
394	1.0	3039316	18	3039316	3039416	0	0	0	0	0
395	11.0	3039416	18	3039416	3039516	0	0	0	0	0
396	17.0	3039516	18	3039516	3039616	0	0	0	0	0
397	1.0	3039616	18	3039616	3039716	0	0	0	0	0
398	11.0	3039716	18	3039716	3039816	0	0	0	0	0
399	9.0	3039816	18	3039816	3039916	0	0	0	0	0
400	15.0	3039916	18	3039916	3040016	0	0	0	0	0
401	7.0	3040016	18	3040016	3040116	0	0	0	0	0
402	3.0	3040116	18	3040116	3040216	0	0	0	0	0
403	1.0	3040216	18	3040216	3040316	0	0	0	0	0
404	2.0	3040316	18	3040316	3040416	0	0	0	0	0
405	6.0	3040416	18	3040416	3040516	0	0	0	0	0
406	8.0	3040516	18	3040516	3040616	0	0	0	0	0
407	3.0	3040616	18	3040616	3040716	0	0	0	0	0
408	0.0	3040716	18	3040716	3040816	0	0	0	0	0
409	5.0	3040816	18	3040816	3040916	0	0	0	0	0
410	1.0	3040916	18	3040916	3041016	0	0	0	0	0
411	1.0	3041016	18	3041016	3041116	0	0	0	0	0
412	0.0	3041116	18	3041116	3041216	0	0	0	0	0
413	13.0	3041216	18	3041216	3041316	0	0	0	0	0
414	6.0	3041316	18	3041316	3041416	0	0	0	0	0
415	14.0	3041416	18	3041416	3041516	0	0	0	0	0
416	3.0	3041516	18	3041516	3041616	0	0	0	0	0
417	10.0	3041616	18	3041616	3041716	0	0	0	0	0
418	5.0	3041716	18	3041716	3041816	0	0	0	0	0
419	0.0	3041816	18	3041816	3041916	0	0	0	0	0
420	3.0	3041916	18	3041916	3042016	0	0	0	0	0
421	0.0	3042016	18	3042016	3042116	0	0	0	0	0
422	0.0	3042116	18	3042116	3042216	0	0	0	0	0
423	2.0	3042216	18	3042216	3042316	0	0	0	0	0
424	0.0	3042316	18	3042316	3042416	0	0	0	0	0
425	5.0	3042416	18	3042416	3042516	0	0	0	0	0
426	0.0	3042516	18	3042516	3042616	0	0	0	0	0
427	1.0	3042616	18	3042616	3042716	0	0	0	0	0
428	0.0	3042716	18	3042716	3042816	0	0	0	0	0
429	0.0	3042816	18	3042816	3042916	0	0	0	0	0
430	0.0	3042916	18	3042916	3043016	0	0	0	0	0
431	0.0	3043016	18	3043016	3043116	0	0	0	0	0
432	0.0	3043116	18	3043116	3043216	0	0	0	0	0
433	0.0	3043216	18	3043216	3043316	0	0	0	0	0
434	0.0	3043316	18	3043316	3043416	0	0	0	0	0
435	0.0	3043416	18	3043416	3043516	0	0	0	0	0
436	0.0	3043516	18	3043516	3043616	0	0	0	0	0
437	0.0	3043616	18	3043616	3043716	0	0	0	0	0
438	0.0	3043716	18	3043716	3043816	0	0	0	0	0
439	0.0	3043816	18	3043816	3043916	0	0	0	0	0
440	0.0	3043916	18	3043916	3044016	0	0	0	0	0
441	0.0	3044016	18	3044016	3044116	0	0	0	0	0
442	0.0	3044116	18	3044116	3044216	0	0	0	0	0
443	0.0	3044216	18	3044216	3044316	0	0	0	0	0
444	3.0	3044316	18	3044316	3044416	0	0	0	0	0
445	0.0	3044416	18	3044416	3044516	0	0	0	0	0
446	0.0	3044516	18	3044516	3044616	0	0	0	0	0
447	1.0	3044616	18	3044616	3044716	0	0	0	0	0
448	5.0	3044716	18	3044716	3044816	0	0	0	0	0
449	0.0	3044816	18	3044816	3044916	0	0	0	0	0
450	0.0	3044916	18	3044916	3045016	0	0	0	0	0
451	0.0	3045016	18	3045016	3045116	0	0	0	0	0
452	0.0	3045116	18	3045116	3045216	0	0	0	0	0
453	0.0	3045216	18	3045216	3045316	0	0	0	0	0
454	3.0	3045316	18	3045316	3045416	0	0	0	0	0
455	0.0	3045416	18	3045416	3045516	0	0	0	0	0
456	0.0	3045516	18	3045516	3045616	0	0	0	0	0
457	1.0	3045616	18	3045616	3045716	0	0	0	0	0
458	0.0	3045716	18	3045716	3045816	0	0	0	0	0
459	1.0	3045816	18	3045816	3045916	0	0	0	0	0
460	1.0	3045916	18	3045916	3046016	0	0	0	0	0
461	1.0	3046016	18	3046016	3046116	0	0	0	0	0
462	3.0	3046116	18	3046116	3046216	0	0	0	0	0
