S0_R1	S0_R2	S1_R1	S1_R2	S2_R1	S2_R2	Chromosome	Source	Feature	Start	End	Score	Strand	Frame	gene_type	gene_name	level	mgi_id	havana_gene	transcript_id	transcript_type	transcript_name	transcript_support_level	tag	havana_transcript	exon_number	exon_id	protein_id	ccdsid	ont	total	gene_id
1180.46657728374	1363.7626144728	736.503851357009	711.374648739678	427.214931651316	333.220047707065	17	HAVANA	gene	45567774.0	45573271.0	.	-	.	protein_coding	Hsp90ab1	2	MGI:96247	OTTMUSG00000020123.4												4752.542671211608	ENSMUSG00000023944
1018.96414150036	1149.27158350687	863.02159588986	776.929798017275	459.566003636333	386.51257786615	17	HAVANA	gene	56613415.0	56614243.0	.	+	.	protein_coding	Rpl36	2	MGI:1860603	OTTMUSG00000072377.1												4654.265700416849	ENSMUSG00000057863
940.315360736308	1109.02464883015	837.390031915328	845.586616547674	454.530863423327	332.055605485558	17	HAVANA	gene	27630417.0	27636669.0	.	-	.	protein_coding	Rps10	2	MGI:1914347	OTTMUSG00000021337.4					overlapping_locus							4518.903126938345	ENSMUSG00000052146
901.957886274417	1194.76638047836	745.430232483779	737.730770506602	456.32818061257	420.897567027154	2	HAVANA	gene	26910763.0	26913318.0	.	+	.	protein_coding	Rpl7a	2	MGI:1353472	OTTMUSG00000011740.1					ncRNA_host							4457.111017382882	ENSMUSG00000062647
1039.91294421526	1171.35783700095	566.395008268166	581.664681076496	504.638673061595	459.458272511437	10	HAVANA	gene	128083272.0	128090391.0	.	+	.	protein_coding	Atp5b	2	MGI:107801	OTTMUSG00000023688.8					ncRNA_host							4323.4274161339035	ENSMUSG00000025393
788.067162121422	941.263077540199	868.266076259683	965.322823067511	319.796986921944	238.713028809508	10	HAVANA	gene	75859352.0	75860240.0	.	-	.	protein_coding	Mif	2	MGI:96982	OTTMUSG00000065092.1												4121.4291547202665	ENSMUSG00000033307
910.328624260476	1201.73380974234	701.707751697503	600.908127533166	280.844945957106	360.597596527346	10	HAVANA	gene	23785182.0	23787275.0	.	-	.	protein_coding	Rps12	2	MGI:98105	OTTMUSG00000064263.1					ncRNA_host							4056.1208557179375	ENSMUSG00000061983
918.163996734545	1012.16425948364	686.498076224199	594.519349060886	318.325237778002	258.173505768507	17	HAVANA	gene	28328470.0	28331033.0	.	+	.	protein_coding	Rpl10a	2	MGI:1343877	OTTMUSG00000023382.4												3787.8444250497782	ENSMUSG00000037805
510.811459227956	789.874371233276	345.123625752639	361.441854492508	769.738540532688	841.067233803331	6	HAVANA	gene	72957346.0	72958748.0	.	-	.	protein_coding	Tmsb10	2	MGI:109146	OTTMUSG00000022861.4												3618.057085042398	ENSMUSG00000079523
699.680748171544	780.389787233232	709.315807949334	633.613558085325	411.269887901798	332.691830674803	12	HAVANA	gene	28630853.0	28635953.0	.	-	.	protein_coding	Rps7	2	MGI:1333818	OTTMUSG00000066425.2												3566.9616200160362	ENSMUSG00000061477
605.590796564191	727.282451365224	639.524626123846	600.179862911343	466.643873185472	441.041312379685	6	HAVANA	gene	51460931.0	51469894.0	.	-	.	protein_coding	Hnrnpa2b1	2	MGI:104819	OTTMUSG00000057601.2												3480.2629225297605	ENSMUSG00000004980
643.350772793901	748.758301247939	615.204254228422	521.683155303879	288.382330533039	362.004442389899	3	HAVANA	gene	90212521.0	90213651.0	.	-	.	protein_coding	Rps27	2	MGI:1888676	OTTMUSG00000052891.1												3179.383256497079	ENSMUSG00000090733
264.74270678667	234.142891070748	1239.55504801113	990.733977595173	219.648639826246	224.854813238087	2	HAVANA	gene	91929804.0	91932297.0	.	-	.	protein_coding	Mdk	2	MGI:96949	OTTMUSG00000014364.1												3173.678076528054	ENSMUSG00000027239
857.955205386196	818.720781822617	551.060373427199	490.188592015952	229.409507055698	168.921736393357	2	HAVANA	gene	32961558.0	32965345.0	.	+	.	protein_coding	Rpl12	2	MGI:98002	OTTMUSG00000012575.2					ncRNA_host							3116.256196101019	ENSMUSG00000038900
531.550220270823	782.515199445349	561.61571325433	535.544136005531	302.165769901326	382.382127864566	12	HAVANA	gene	69157721.0	69159186.0	.	-	.	protein_coding	Rps29	2	MGI:107681	OTTMUSG00000023728.1												3095.773166741925	ENSMUSG00000034892
32.3252424684547	37.6895710898967	236.091088965961	253.045423738685	1422.29380255852	806.43206404787	2	HAVANA	gene	157560077.0	157562522.0	.	+	.	protein_coding	Nnat	2	MGI:104716	OTTMUSG00000016197.4												2787.8771928693873	ENSMUSG00000067786
521.522013445991	638.513069934376	456.256378488153	447.6442697773	255.788519971674	249.301600341734	17	HAVANA	gene	33819026.0	33824562.0	.	-	.	protein_coding	Rps28	2	MGI:1859516	OTTMUSG00000037209.2												2569.025851959228	ENSMUSG00000067288
501.848373691759	711.166824117989	372.118451969512	342.128264604055	180.494546237008	166.124449320708	3	HAVANA	gene	137864486.0	137866922.0	.	+	.	protein_coding	H2az1	2	MGI:1888388	OTTMUSG00000022256.4												2273.880909941031	ENSMUSG00000037894
444.85725508178	545.485214047708	440.842052008724	397.168071337031	230.079668918541	204.758419492002	3	HAVANA	gene	86137939.0	86142702.0	.	-	.	protein_coding	Rps3a1	2	MGI:1202063	OTTMUSG00000035152.1					ncRNA_host							2263.190680885786	ENSMUSG00000028081
588.672561356048	904.051250752275	219.113423228593	190.066352764746	161.84915778203	172.028536793259	12	HAVANA	gene	110690604.0	110702728.0	.	-	.	protein_coding	Hsp90aa1	2	MGI:96250	OTTMUSG00000019766.8												2235.781282676951	ENSMUSG00000021270
582.560592116636	890.863918128618	301.365093281963	209.855626121831	138.018158601212	93.8246340452805	6	HAVANA	gene	67238175.0	67297736.0	.	+	.	protein_coding	Serbp1	2	MGI:1914120	OTTMUSG00000057415.10												2216.4880222955408	ENSMUSG00000036371
81.5243224179458	120.46722084025	310.872927977384	538.159974527046	723.092372554478	398.041652735431	12	HAVANA	gene	111669360.0	111672338.0	.	-	.	protein_coding	Ckb	2	MGI:88407	OTTMUSG00000066365.1												2172.158471052535	ENSMUSG00000001270
265.730002004168	430.243640952827	413.876023802944	440.082641425301	292.442015033233	290.232793676315	10	HAVANA	gene	127063533.0	127067920.0	.	+	.	protein_coding	Cdk4	2	MGI:88357	OTTMUSG00000030604.9												2132.6071168947883	ENSMUSG00000006728
393.325042286628	486.954387293084	387.254215862581	403.914457088456	207.75322995722	201.765731005405	3	HAVANA	gene	130726830.0	130730398.0	.	-	.	protein_coding	Rpl34	2	MGI:1915686	OTTMUSG00000023379.5												2080.9670634933736	ENSMUSG00000062006
90.5448468016615	128.278007448226	287.883832470367	377.315230294209	610.890822026315	560.03764093556	2	HAVANA	gene	13573926.0	13582826.0	.	+	.	protein_coding	Vim	2	MGI:98932	OTTMUSG00000011231.4												2054.9503799763384	ENSMUSG00000026728
310.664550480005	421.161308643477	378.683166076864	336.956160967486	273.666659172026	232.728311222942	10	HAVANA	gene	80826655.0	80829290.0	.	+	.	protein_coding	Oaz1	2	MGI:109433	OTTMUSG00000042344.2					ncRNA_host							1953.8601565628	ENSMUSG00000035242
800.714424342844	1150.45217941781	0.361935376851222	0.51808882840122	0.0	0.0	17	HAVANA	gene	35506017.0	35510772.0	.	+	.	protein_coding	Pou5f1	2	MGI:101893	OTTMUSG00000037235.4												1952.0466279659065	ENSMUSG00000024406
445.164907044557	577.422343173279	227.93567784416	228.675707669183	189.725618126938	188.177630261171	6	HAVANA	gene	85451513.0	85468475.0	.	+	.	protein_coding	Cct7	2	MGI:107184	OTTMUSG00000057881.1												1857.1018841192881	ENSMUSG00000030007
379.989751073691	440.274217554741	318.389839056985	314.463999251286	209.478987094469	186.212296660322	10	HAVANA	gene	117051000.0	117063814.0	.	-	.	protein_coding	Cct2	2	MGI:107186	OTTMUSG00000064279.1												1848.809090691494	ENSMUSG00000034024
356.942515814483	480.029487454327	309.622723204709	267.468521225151	197.073627941941	158.703511360306	2	HAVANA	gene	39001579.0	39005624.0	.	-	.	protein_coding	Rpl35	2	MGI:1913739	OTTMUSG00000012348.3												1769.8403870009172	ENSMUSG00000062997
289.804475688683	402.609684392986	267.549226016235	270.329359338861	279.164990561681	244.498462245849	17	HAVANA	gene	23824737.0	23829136.0	.	-	.	protein_coding	Elob	2	MGI:1914923	OTTMUSG00000072488.6												1753.956198244295	ENSMUSG00000055839
306.480122537049	416.219462165619	329.277595334102	306.39053421216	221.403606825298	164.477236932987	10	HAVANA	gene	128035574.0	128048637.0	.	+	.	protein_coding	Naca	2	MGI:106095	OTTMUSG00000064925.1												1744.2485580072153	ENSMUSG00000061315
361.343024454037	518.637644016144	292.808975198628	282.232102387011	141.514803256894	116.128178525896	6	HAVANA	gene	87842614.0	87851106.0	.	-	.	protein_coding	Cnbp	2	MGI:88431	OTTMUSG00000023465.3												1712.66472783861	ENSMUSG00000030057
251.382260970925	284.407317510431	284.272193161396	324.886339938885	206.758826254823	273.271233818872	17	HAVANA	gene	35241745.0	35253707.0	.	+	.	protein_coding	Ddx39b	2	MGI:99240	OTTMUSG00000037268.2					ncRNA_host							1624.978171655332	ENSMUSG00000019432
300.828275297636	240.117454624578	394.465959304852	430.033289690849	178.424509518166	71.4521841403795	6	HAVANA	gene	124810585.0	124814296.0	.	-	.	protein_coding	Tpi1	2	MGI:98797	OTTMUSG00000017534.7												1615.3216725764605	ENSMUSG00000023456
74.6260332804264	103.919683508145	414.752782526601	319.599851628912	401.646329409792	279.072875541633	2	HAVANA	gene	174284319.0	174346744.0	.	+	.	protein_coding	Gnas	2	MGI:95777	OTTMUSG00000016388.12					ncRNA_host							1593.6175558955094	ENSMUSG00000027523
314.252710939364	480.159897615684	240.724914391414	226.43107160366	155.610716386584	149.309686235633	6	HAVANA	gene	86524491.0	86526321.0	.	-	.	protein_coding	Pcbp1	2	MGI:1345635	OTTMUSG00000022709.1												1566.4889971723392	ENSMUSG00000051695
270.552540830025	255.741863049397	258.995616748295	269.729525458169	239.78678227066	239.413822867495	17	HAVANA	gene	23790531.0	23824741.0	.	+	.	protein_coding	Srrm2	2	MGI:1923206	OTTMUSG00000049491.5					ncRNA_host							1534.2201512240413	ENSMUSG00000039218
304.034158447453	195.857953609207	391.705215424208	322.059585464605	175.38654555866	140.400576213361	10	HAVANA	gene	79704490.0	79711969.0	.	+	.	protein_coding	Bsg	2	MGI:88208	OTTMUSG00000042290.1												1529.4440347174939	ENSMUSG00000023175
291.214574382593	354.899674602387	260.971754659799	217.664760749139	178.084409177304	214.13048026119	10	HAVANA	gene	91116573.0	91124059.0	.	-	.	protein_coding	Slc25a3	2	MGI:1353498	OTTMUSG00000035180.1					ncRNA_host							1516.965653832412	ENSMUSG00000061904
188.296787520595	271.251666222871	233.769371873094	266.575925464322	288.086822887454	252.212202279191	3	HAVANA	gene	121426496.0	121458207.0	.	+	.	protein_coding	Cnn3	2	MGI:1919244	OTTMUSG00000054988.2												1500.1927762475268	ENSMUSG00000053931
249.789473046445	315.550311386055	266.44921853891	244.286336365888	227.687499091904	193.687783370707	2	HAVANA	gene	73908446.0	73911326.0	.	-	.	protein_coding	Atp5g3	2	MGI:2442035	OTTMUSG00000013287.1												1497.450621799909	ENSMUSG00000018770
336.745138213743	449.632278830391	235.583660457297	218.255824938678	131.012038881957	109.579547093355	6	HAVANA	gene	128429734.0	128438677.0	.	-	.	protein_coding	Fkbp4	2	MGI:95543	OTTMUSG00000024637.5												1480.8084884154212	ENSMUSG00000030357
296.63703876857	532.986242400329	224.536161970983	183.450452076454	128.108181887066	95.2577530646098	2	HAVANA	gene	25222159.0	25224702.0	.	-	.	protein_coding	Tubb4b	2	MGI:1915472	OTTMUSG00000011806.1												1460.9758301680117	ENSMUSG00000036752
135.522442891799	209.563516615773	260.399544955951	288.604214832796	309.376790084838	250.709965680458	6	HAVANA	gene	30723546.0	30748465.0	.	+	.	protein_coding	Mest	1	MGI:96968	OTTMUSG00000014405.5					ncRNA_host							1454.176475061615	ENSMUSG00000051855
170.566846765792	161.935106241488	470.966850199611	303.194357500623	115.012146114127	196.017517218609	6	HAVANA	gene	4747305.0	4760517.0	.	+	.	protein_coding	Peg10	2	MGI:2157785	OTTMUSG00000042254.3												1417.69282404025	ENSMUSG00000092035
229.507977003636	314.001299862059	266.826940106698	265.516995487675	176.185982998342	162.347110295919	17	HAVANA	gene	12915700.0	12925067.0	.	+	.	protein_coding	Tcp1	1	MGI:98535	OTTMUSG00000028087.2					ncRNA_host							1414.386305754329	ENSMUSG00000068039
180.902583410472	247.438169464933	216.31809464372	194.555647869462	314.552960012375	245.34258728521	17	HAVANA	gene	87433411.0	87446935.0	.	-	.	protein_coding	Calm2	2	MGI:103250	OTTMUSG00000022552.3												1399.110042686172	ENSMUSG00000036438
724.527134219995	415.115580985108	101.851629746529	117.987252898993	20.2022525600738	17.9024056673017	6	HAVANA	gene	122727808.0	122801640.0	.	-	.	protein_coding	Slc2a3	2	MGI:95757	OTTMUSG00000036005.4					overlapping_locus							1397.5862560780004	ENSMUSG00000003153
385.229314893119	340.321316463131	206.671180382929	185.734281117276	142.756805608965	116.569574145122	10	HAVANA	gene	80047165.0	80056439.0	.	+	.	protein_coding	Gpx4	2	MGI:104767	OTTMUSG00000019111.3												1377.282472610542	ENSMUSG00000075706
296.610127419771	390.315733484293	232.687934479742	215.313136758	107.354231771546	110.844449841899	10	HAVANA	gene	79854426.0	79864771.0	.	+	.	protein_coding	Ptbp1	2	MGI:97791	OTTMUSG00000035444.2					ncRNA_host							1353.125613755251	ENSMUSG00000006498
252.103341841686	258.872556555346	231.9871169759	222.850889319759	179.687536240053	182.919375574539	12	HAVANA	gene	80945503.0	80950507.0	.	+	.	protein_coding	Srsf5	2	MGI:98287	OTTMUSG00000021161.2												1328.4208165072832	ENSMUSG00000021134
231.811750626565	214.752987014078	204.289572081794	212.714691141789	209.714393452055	224.471504301784	6	HAVANA	gene	125095980.0	125130591.0	.	+	.	protein_coding	Chd4	2	MGI:1344380	OTTMUSG00000023920.4					overlapping_locus							1297.754898618065	ENSMUSG00000063870
221.475316668573	356.542655158661	213.583962184065	201.601897471884	148.370458038089	140.259139551491	3	HAVANA	gene	88297115.0	88321767.0	.	+	.	protein_coding	Cct3	1	MGI:104708	OTTMUSG00000035166.3												1281.833429072763	ENSMUSG00000001416
343.888913805312	307.373684457617	147.214819362087	137.346069275623	120.231514375564	182.537892277122	6	HAVANA	gene	55038006.0	55079500.0	.	+	.	protein_coding	Gars	2	MGI:2449057	OTTMUSG00000057767.1												1238.592893553325	ENSMUSG00000029777
217.149940470271	276.948415347544	161.713235269738	185.234497655203	200.56330759627	183.709331891435	6	HAVANA	gene	124931385.0	124937238.0	.	+	.	protein_coding	Mlf2	2	MGI:1353554	OTTMUSG00000056694.2												1225.3187282304611	ENSMUSG00000030120
498.219114620833	446.260665453236	49.6467406462976	80.134469670913	73.8888860522336	75.8115034344705	6	HAVANA	gene	39397803.0	39420462.0	.	-	.	protein_coding	Mkrn1	2	MGI:1859353	OTTMUSG00000024514.2												1223.9613798779837	ENSMUSG00000029922
196.767723721802	279.173415610723	223.871355073623	228.937041325303	145.095650351048	120.709114660865	2	HAVANA	gene	130171413.0	130179403.0	.	-	.	protein_coding	Snrpb	2	MGI:98342	OTTMUSG00000015496.2												1194.554300743364	ENSMUSG00000027404
180.01357688921	227.460616556084	213.95186946313	212.080836756067	159.739044812209	148.19687585862	17	HAVANA	gene	15475020.0	15499751.0	.	-	.	protein_coding	Psmb1	2	MGI:104884	OTTMUSG00000071951.2												1141.44282033532	ENSMUSG00000014769
209.379866691888	219.477020265651	192.847723555406	203.551753711474	176.133191371277	134.877132769003	2	HAVANA	gene	10056015.0	10080510.0	.	-	.	protein_coding	Atp5c1	2	MGI:1261437	OTTMUSG00000011013.8					ncRNA_host							1136.2666883646991	ENSMUSG00000025781
224.157679811899	332.822087827638	188.890006049383	177.440428182039	102.373667736718	97.6052599955393	2	HAVANA	gene	30057377.0	30072577.0	.	+	.	protein_coding	Set	2	MGI:1860267	OTTMUSG00000016726.3												1123.2891296032162	ENSMUSG00000054766
191.356109968728	162.748046041401	206.449699625049	204.038998576705	171.343954041847	178.878574615942	2	HAVANA	gene	156147238.0	156180238.0	.	-	.	protein_coding	Rbm39	2	MGI:2157953	OTTMUSG00000016122.13												1114.815382869672	ENSMUSG00000027620
182.533533983538	203.988179960341	208.91808933939	176.359408803542	158.2250406384	173.723931580085	2	HAVANA	gene	34771969.0	34777547.0	.	+	.	protein_coding	Hspa5	2	MGI:95835	OTTMUSG00000012014.2												1103.748184305296	ENSMUSG00000026864
273.08769329315	345.032033605912	166.529987451397	132.726674003592	93.2754750358048	77.7526089766972	10	HAVANA	gene	80035948.0	80039795.0	.	-	.	protein_coding	Polr2e	2	MGI:1913670	OTTMUSG00000019133.1												1088.404472366553	ENSMUSG00000004667
293.872896116495	387.319737749662	129.684872764762	121.713120059908	75.7787877642591	67.5693630846578	6	HAVANA	gene	131364854.0	131388476.0	.	-	.	protein_coding	Ybx3	2	MGI:2137670	OTTMUSG00000056779.2					ncRNA_host							1075.9387775397438	ENSMUSG00000030189
172.732420920659	221.75119039861	182.560567865473	166.625073602355	158.339147497895	167.900401116516	2	HAVANA	gene	103762940.0	103797649.0	.	-	.	protein_coding	Caprin1	2	MGI:1858234	OTTMUSG00000014878.4												1069.9088014015078	ENSMUSG00000027184
223.010067636792	306.37799642367	213.256565444139	191.320936056625	53.0648044874571	60.2543843502159	17	HAVANA	gene	27556496.0	27563674.0	.	+	.	protein_coding	Hmga1	2	MGI:96160	OTTMUSG00000028935.5												1047.2847543988992	ENSMUSG00000046711
148.354701928488	222.229967201427	176.350881508363	178.743780135256	159.135985675005	162.463214023225	2	HAVANA	gene	180036373.0	180042433.0	.	-	.	protein_coding	Psma7	2	MGI:1347070	OTTMUSG00000016235.2												1047.278530471764	ENSMUSG00000027566
226.260387289879	218.216906964926	154.896391291438	152.824529691612	150.717013337393	136.917426984888	6	HAVANA	gene	11900291.0	11907497.0	.	-	.	protein_coding	Ndufa4	2	MGI:107686	OTTMUSG00000057021.1												1039.8326555601361	ENSMUSG00000029632
225.619724289568	337.933838041042	145.922560137493	143.114170712126	86.5577593211222	98.5947327592423	10	HAVANA	gene	79682194.0	79688398.0	.	+	.	protein_coding	Cdc34	2	MGI:102657	OTTMUSG00000064912.1												1037.7427852605936	ENSMUSG00000020307
14.2909704629381	26.820399090122	202.993299864167	206.238616142394	284.239508467132	287.25797945658	10	HAVANA	gene	43578283.0	43584265.0	.	+	.	protein_coding	Cd24a	2	MGI:88323	OTTMUSG00000063496.2												1021.8407734833331	ENSMUSG00000047139
305.330809429698	374.530519839693	130.753690117797	116.161186256748	38.4542858307088	44.7009803983377	6	HAVANA	gene	88883473.0	88898780.0	.	-	.	protein_coding	Mcm2	2	MGI:105380	OTTMUSG00000057511.1												1009.9314718729826	ENSMUSG00000002870
251.662560648842	354.663772573892	132.961000701258	107.279427889932	78.2946818640748	76.9945011303274	2	HAVANA	gene	130274429.0	130279313.0	.	+	.	protein_coding	Nop56	2	MGI:1914384	OTTMUSG00000015495.3					ncRNA_host							1001.8559448083263	ENSMUSG00000027405
297.300072844772	229.314879587687	129.502303698839	125.037203416369	132.876341402426	81.5045608015016	6	HAVANA	gene	142490248.0	142507957.0	.	-	.	protein_coding	Ldhb	2	MGI:96763	OTTMUSG00000016379.4												995.5353617515946	ENSMUSG00000030246
127.991670092029	152.895183530574	166.28774425062	174.100359918713	209.562029666373	158.439272248378	17	HAVANA	gene	20945310.0	20965916.0	.	+	.	protein_coding	Ppp2r1a	2	MGI:1926334	OTTMUSG00000016281.4												989.276259706687	ENSMUSG00000007564
150.19544480974	166.585135461255	154.588518978335	150.458160072992	186.886272135832	178.095297474725	17	HAVANA	gene	35135177.0	35147322.0	.	+	.	protein_coding	Bag6	2	MGI:1919439	OTTMUSG00000037183.5												986.8088289328789	ENSMUSG00000024392
217.237899701327	274.924146060575	163.099462666515	155.542182024906	94.6782111630642	81.1778991043503	3	HAVANA	gene	87906320.0	87916132.0	.	+	.	protein_coding	Hdgf	2	MGI:1194494	OTTMUSG00000027208.3												986.6598007207376	ENSMUSG00000004897
168.421365890828	226.852604971686	147.657578502008	133.831177180917	170.19557907298	126.233644625967	10	HAVANA	gene	80402996.0	80406830.0	.	-	.	protein_coding	Uqcr11	2	MGI:1913844	OTTMUSG00000019123.1												973.1919502443859	ENSMUSG00000020163
167.126488718226	230.666349789392	196.09845356586	165.996215321317	103.277076463014	109.645756227092	17	HAVANA	gene	29032627.0	29043373.0	.	+	.	protein_coding	Srsf3	2	MGI:98285	OTTMUSG00000031658.3												972.810340084901	ENSMUSG00000071172
172.636435791696	213.507453426238	161.768826622883	150.691618337372	147.475159959304	118.546507788742	2	HAVANA	gene	32278815.0	32288075.0	.	-	.	protein_coding	Swi5	2	MGI:1920181	OTTMUSG00000012956.5												964.626001926235	ENSMUSG00000044627
177.03815882708	166.305777702523	192.835616185748	147.967663729928	154.991862260211	119.159755672247	10	HAVANA	gene	80138631.0	80145818.0	.	+	.	protein_coding	Atp5d	2	MGI:1913293	OTTMUSG00000000005.1												958.298834377737	ENSMUSG00000003072
162.080665427243	193.686532947085	149.036546545891	143.783357803624	147.816574643987	159.601330985792	3	HAVANA	gene	5750805.0	5751295.0	.	+	.	protein_coding	Gm8797	2	MGI:3643769	OTTMUSG00000051258.1												956.0050083536221	ENSMUSG00000103034
131.553028782858	135.526226706386	165.599671205263	168.40370474581	192.867120463249	147.189933471011	10	HAVANA	gene	81559487.0	81566362.0	.	+	.	protein_coding	Tle5	2	MGI:95806	OTTMUSG00000065149.1												941.1396853745771	ENSMUSG00000054452
202.459029025642	253.589708629342	129.934697206942	130.440915018286	108.004580895176	110.423902262797	17	HAVANA	gene	33824571.0	33838317.0	.	+	.	protein_coding	Ndufa7	2	MGI:1913666	OTTMUSG00000037210.2												934.8528330381849	ENSMUSG00000041881
220.365436768652	205.933338793185	154.172792160882	139.590284574307	102.962344690134	100.701991816384	10	HAVANA	gene	86690208.0	86705509.0	.	-	.	protein_coding	Hsp90b1	2	MGI:98817	OTTMUSG00000020538.2					overlapping_locus							923.726188803544	ENSMUSG00000020048
439.740234137667	416.469109308761	14.2119517465272	12.2014947081079	21.1952925508011	18.7391339096737	10	HAVANA	gene	75933129.0	75937747.0	.	+	.	protein_coding	Chchd10	2	MGI:2143558	OTTMUSG00000065095.1												922.5572163615379	ENSMUSG00000049422
167.706608485622	203.214226367102	175.393109428765	162.57824612448	109.658078314442	102.156693126872	2	HAVANA	gene	85037233.0	85047109.0	.	+	.	protein_coding	Ssrp1	2	MGI:107912	OTTMUSG00000013453.1												920.7069618472831	ENSMUSG00000027067
225.293193530541	239.939770443645	161.802668136611	160.880990387531	62.1629857250148	69.407589433234	6	HAVANA	gene	125168006.0	125191701.0	.	-	.	protein_coding	Ncapd2	2	MGI:1915548	OTTMUSG00000046177.2					overlapping_locus							919.4871976565768	ENSMUSG00000038252
347.81050197482	224.742868677989	74.5668648251848	79.0620185216846	63.3852027988488	124.024992142988	6	HAVANA	gene	7675168.0	7693254.0	.	-	.	protein_coding	Asns	1	MGI:1350929	OTTMUSG00000022779.2												913.5924489415153	ENSMUSG00000029752
2.87086198884287	3.0072753688685	372.008718455299	313.177143200995	120.94307055544	83.43149971968	3	HAVANA	gene	87948665.0	87953376.0	.	+	.	protein_coding	Crabp2	2	MGI:88491	OTTMUSG00000027199.1												895.4385692891253	ENSMUSG00000004885
219.795468916603	313.848589398249	131.477360118235	102.87737884622	59.6310268461244	62.6541637801967	6	HAVANA	gene	124712335.0	124716950.0	.	+	.	protein_coding	Phb2	2	MGI:102520	OTTMUSG00000020695.3					ncRNA_host							890.283987905628	ENSMUSG00000004264
126.509313040102	139.831572172936	175.371928369527	165.362696955994	136.382865102566	141.566060314591	17	HAVANA	gene	25261915.0	25274622.0	.	-	.	protein_coding	Ube2i	2	MGI:107365	OTTMUSG00000037656.8												885.0244359557161	ENSMUSG00000015120
145.019542750691	207.3885570209	116.382089283615	112.167171159474	145.74716212173	156.098660266044	10	HAVANA	gene	128490859.0	128494145.0	.	-	.	protein_coding	Myl6	2	MGI:109318	OTTMUSG00000064817.1												882.8031826024541	ENSMUSG00000090841
179.439738890308	276.6430643239	167.536212626609	149.852676401874	50.7403766363634	52.2205199415637	2	HAVANA	gene	132249161.0	132253314.0	.	-	.	protein_coding	Pcna	2	MGI:97503	OTTMUSG00000015547.1												876.432588820618	ENSMUSG00000027342
219.638800885046	300.921493650157	120.750039060908	108.947414189649	58.7823377934897	61.1833879640159	6	HAVANA	gene	117900323.0	117925622.0	.	+	.	protein_coding	Hnrnpf	2	MGI:2138741	OTTMUSG00000042359.2					overlapping_locus							870.2234735432654	ENSMUSG00000042079
