	TT_S0	starting_nt	Chromosome	Start	End	genes	transcripts	exons	CDSs	labels
249	0.0	3024816	18	3024816	3024916	0	0	0	0	1
250	0.0	3024916	18	3024916	3025016	0	0	0	0	1
251	0.0	3025016	18	3025016	3025116	0	0	0	0	1
252	1.0	3025116	18	3025116	3025216	0	0	0	0	1
253	0.0	3025216	18	3025216	3025316	0	0	0	0	1
254	0.0	3025316	18	3025316	3025416	0	0	0	0	1
255	0.0	3025416	18	3025416	3025516	0	0	0	0	1
256	2.0	3025516	18	3025516	3025616	0	0	0	0	1
257	0.0	3025616	18	3025616	3025716	0	0	0	0	1
258	1.0	3025716	18	3025716	3025816	0	0	0	0	1
259	0.0	3025816	18	3025816	3025916	0	0	0	0	1
260	0.0	3025916	18	3025916	3026016	0	0	0	0	1
261	0.0	3026016	18	3026016	3026116	0	0	0	0	1
262	0.0	3026116	18	3026116	3026216	0	0	0	0	1
263	0.0	3026216	18	3026216	3026316	0	0	0	0	1
264	0.0	3026316	18	3026316	3026416	0	0	0	0	1
265	2.0	3026416	18	3026416	3026516	0	0	0	0	1
266	0.0	3026516	18	3026516	3026616	0	0	0	0	1
267	0.0	3026616	18	3026616	3026716	0	0	0	0	1
268	2.0	3026716	18	3026716	3026816	0	0	0	0	1
269	1.0	3026816	18	3026816	3026916	0	0	0	0	1
270	2.0	3026916	18	3026916	3027016	0	0	0	0	1
271	0.0	3027016	18	3027016	3027116	0	0	0	0	1
272	2.0	3027116	18	3027116	3027216	0	0	0	0	1
273	2.0	3027216	18	3027216	3027316	0	0	0	0	1
274	2.0	3027316	18	3027316	3027416	0	0	0	0	1
275	1.0	3027416	18	3027416	3027516	0	0	0	0	1
276	0.0	3027516	18	3027516	3027616	0	0	0	0	1
277	1.0	3027616	18	3027616	3027716	0	0	0	0	1
278	0.0	3027716	18	3027716	3027816	0	0	0	0	1
279	0.0	3027816	18	3027816	3027916	0	0	0	0	1
280	1.0	3027916	18	3027916	3028016	0	0	0	0	1
281	1.0	3028016	18	3028016	3028116	0	0	0	0	1
282	0.0	3028116	18	3028116	3028216	0	0	0	0	1
283	0.0	3028216	18	3028216	3028316	0	0	0	0	1
284	1.0	3028316	18	3028316	3028416	0	0	0	0	1
285	0.0	3028416	18	3028416	3028516	0	0	0	0	1
286	0.0	3028516	18	3028516	3028616	0	0	0	0	1
287	0.0	3028616	18	3028616	3028716	0	0	0	0	1
288	0.0	3028716	18	3028716	3028816	0	0	0	0	1
289	0.0	3028816	18	3028816	3028916	0	0	0	0	1
290	0.0	3028916	18	3028916	3029016	0	0	0	0	1
291	0.0	3029016	18	3029016	3029116	0	0	0	0	1
292	1.0	3029116	18	3029116	3029216	0	0	0	0	1
293	0.0	3029216	18	3029216	3029316	0	0	0	0	1
294	0.0	3029316	18	3029316	3029416	0	0	0	0	1
295	0.0	3029416	18	3029416	3029516	0	0	0	0	1
296	5.0	3029516	18	3029516	3029616	0	0	0	0	1
297	0.0	3029616	18	3029616	3029716	0	0	0	0	1
298	0.0	3029716	18	3029716	3029816	0	0	0	0	1
299	0.0	3029816	18	3029816	3029916	0	0	0	0	1
300	1.0	3029916	18	3029916	3030016	0	0	0	0	1
301	2.0	3030016	18	3030016	3030116	0	0	0	0	1
302	3.0	3030116	18	3030116	3030216	0	0	0	0	1
303	0.0	3030216	18	3030216	3030316	0	0	0	0	1
304	2.0	3030316	18	3030316	3030416	0	0	0	0	1
305	0.0	3030416	18	3030416	3030516	0	0	0	0	1
306	0.0	3030516	18	3030516	3030616	0	0	0	0	1
307	0.0	3030616	18	3030616	3030716	0	0	0	0	1
308	0.0	3030716	18	3030716	3030816	0	0	0	0	1
309	4.0	3030816	18	3030816	3030916	0	0	0	0	1
310	1.0	3030916	18	3030916	3031016	0	0	0	0	1
311	5.0	3031016	18	3031016	3031116	0	0	0	0	1
312	7.0	3031116	18	3031116	3031216	0	0	0	0	1
313	2.0	3031216	18	3031216	3031316	0	0	0	0	1
314	0.0	3031316	18	3031316	3031416	0	0	0	0	1
315	0.0	3031416	18	3031416	3031516	0	0	0	0	1
316	0.0	3031516	18	3031516	3031616	0	0	0	0	1
317	0.0	3031616	18	3031616	3031716	0	0	0	0	1
318	0.0	3031716	18	3031716	3031816	0	0	0	0	1
319	0.0	3031816	18	3031816	3031916	0	0	0	0	1
320	0.0	3031916	18	3031916	3032016	0	0	0	0	1
321	0.0	3032016	18	3032016	3032116	0	0	0	0	1
322	0.0	3032116	18	3032116	3032216	0	0	0	0	1
323	0.0	3032216	18	3032216	3032316	0	0	0	0	1
324	0.0	3032316	18	3032316	3032416	0	0	0	0	1
325	0.0	3032416	18	3032416	3032516	0	0	0	0	1
326	0.0	3032516	18	3032516	3032616	0	0	0	0	1
327	0.0	3032616	18	3032616	3032716	0	0	0	0	1
328	0.0	3032716	18	3032716	3032816	0	0	0	0	1
329	0.0	3032816	18	3032816	3032916	0	0	0	0	1
330	0.0	3032916	18	3032916	3033016	0	0	0	0	1
331	0.0	3033016	18	3033016	3033116	0	0	0	0	1
332	0.0	3033116	18	3033116	3033216	0	0	0	0	1
333	0.0	3033216	18	3033216	3033316	0	0	0	0	1
334	0.0	3033316	18	3033316	3033416	0	0	0	0	1
335	0.0	3033416	18	3033416	3033516	0	0	0	0	1
336	0.0	3033516	18	3033516	3033616	0	0	0	0	1
337	0.0	3033616	18	3033616	3033716	0	0	0	0	1
338	0.0	3033716	18	3033716	3033816	0	0	0	0	1
339	0.0	3033816	18	3033816	3033916	0	0	0	0	1
340	0.0	3033916	18	3033916	3034016	0	0	0	0	1
341	0.0	3034016	18	3034016	3034116	0	0	0	0	1
342	0.0	3034116	18	3034116	3034216	0	0	0	0	1
343	0.0	3034216	18	3034216	3034316	0	0	0	0	1
344	0.0	3034316	18	3034316	3034416	0	0	0	0	1
345	0.0	3034416	18	3034416	3034516	0	0	0	0	1
346	0.0	3034516	18	3034516	3034616	0	0	0	0	1
347	0.0	3034616	18	3034616	3034716	0	0	0	0	1
348	0.0	3034716	18	3034716	3034816	0	0	0	0	1
349	0.0	3034816	18	3034816	3034916	0	0	0	0	1
350	0.0	3034916	18	3034916	3035016	0	0	0	0	1
351	0.0	3035016	18	3035016	3035116	0	0	0	0	1
352	0.0	3035116	18	3035116	3035216	0	0	0	0	1
353	0.0	3035216	18	3035216	3035316	0	0	0	0	1
354	0.0	3035316	18	3035316	3035416	0	0	0	0	1
355	0.0	3035416	18	3035416	3035516	0	0	0	0	1
356	0.0	3035516	18	3035516	3035616	0	0	0	0	1
357	0.0	3035616	18	3035616	3035716	0	0	0	0	1
358	0.0	3035716	18	3035716	3035816	0	0	0	0	1
359	0.0	3035816	18	3035816	3035916	0	0	0	0	1
360	0.0	3035916	18	3035916	3036016	0	0	0	0	1
361	0.0	3036016	18	3036016	3036116	0	0	0	0	1
362	0.0	3036116	18	3036116	3036216	0	0	0	0	1
363	0.0	3036216	18	3036216	3036316	0	0	0	0	1
364	0.0	3036316	18	3036316	3036416	0	0	0	0	1
365	0.0	3036416	18	3036416	3036516	0	0	0	0	1
366	0.0	3036516	18	3036516	3036616	0	0	0	0	1
367	0.0	3036616	18	3036616	3036716	0	0	0	0	1
368	0.0	3036716	18	3036716	3036816	0	0	0	0	1
369	0.0	3036816	18	3036816	3036916	0	0	0	0	1
370	0.0	3036916	18	3036916	3037016	0	0	0	0	1
371	0.0	3037016	18	3037016	3037116	0	0	0	0	1
372	0.0	3037116	18	3037116	3037216	0	0	0	0	1
373	0.0	3037216	18	3037216	3037316	0	0	0	0	1
374	0.0	3037316	18	3037316	3037416	0	0	0	0	1
375	0.0	3037416	18	3037416	3037516	0	0	0	0	1
376	0.0	3037516	18	3037516	3037616	0	0	0	0	1
377	0.0	3037616	18	3037616	3037716	0	0	0	0	1
378	0.0	3037716	18	3037716	3037816	0	0	0	0	1
379	0.0	3037816	18	3037816	3037916	0	0	0	0	1
380	0.0	3037916	18	3037916	3038016	0	0	0	0	1
381	5.0	3038016	18	3038016	3038116	0	0	0	0	1
382	0.0	3038116	18	3038116	3038216	0	0	0	0	1
383	2.0	3038216	18	3038216	3038316	0	0	0	0	1
384	0.0	3038316	18	3038316	3038416	0	0	0	0	1
385	12.0	3038416	18	3038416	3038516	0	0	0	0	1
386	1.0	3038516	18	3038516	3038616	0	0	0	0	1
387	1.0	3038616	18	3038616	3038716	0	0	0	0	1
388	1.0	3038716	18	3038716	3038816	0	0	0	0	1
389	1.0	3038816	18	3038816	3038916	0	0	0	0	1
390	0.0	3038916	18	3038916	3039016	0	0	0	0	1
391	0.0	3039016	18	3039016	3039116	0	0	0	0	1
392	0.0	3039116	18	3039116	3039216	0	0	0	0	1
393	0.0	3039216	18	3039216	3039316	0	0	0	0	1
394	1.0	3039316	18	3039316	3039416	0	0	0	0	1
395	11.0	3039416	18	3039416	3039516	0	0	0	0	1
396	17.0	3039516	18	3039516	3039616	0	0	0	0	1
397	1.0	3039616	18	3039616	3039716	0	0	0	0	1
398	11.0	3039716	18	3039716	3039816	0	0	0	0	1
399	9.0	3039816	18	3039816	3039916	0	0	0	0	1
400	15.0	3039916	18	3039916	3040016	0	0	0	0	1
401	7.0	3040016	18	3040016	3040116	0	0	0	0	1
402	3.0	3040116	18	3040116	3040216	0	0	0	0	1
403	1.0	3040216	18	3040216	3040316	0	0	0	0	1
404	2.0	3040316	18	3040316	3040416	0	0	0	0	1
405	6.0	3040416	18	3040416	3040516	0	0	0	0	1
406	8.0	3040516	18	3040516	3040616	0	0	0	0	1
407	3.0	3040616	18	3040616	3040716	0	0	0	0	1
408	0.0	3040716	18	3040716	3040816	0	0	0	0	1
409	5.0	3040816	18	3040816	3040916	0	0	0	0	1
410	1.0	3040916	18	3040916	3041016	0	0	0	0	1
411	1.0	3041016	18	3041016	3041116	0	0	0	0	1
412	0.0	3041116	18	3041116	3041216	0	0	0	0	1
413	13.0	3041216	18	3041216	3041316	0	0	0	0	1
414	6.0	3041316	18	3041316	3041416	0	0	0	0	1
415	14.0	3041416	18	3041416	3041516	0	0	0	0	1
416	3.0	3041516	18	3041516	3041616	0	0	0	0	1
417	10.0	3041616	18	3041616	3041716	0	0	0	0	1
418	5.0	3041716	18	3041716	3041816	0	0	0	0	1
419	0.0	3041816	18	3041816	3041916	0	0	0	0	1
420	3.0	3041916	18	3041916	3042016	0	0	0	0	1
421	0.0	3042016	18	3042016	3042116	0	0	0	0	1
422	0.0	3042116	18	3042116	3042216	0	0	0	0	1
423	2.0	3042216	18	3042216	3042316	0	0	0	0	1
424	0.0	3042316	18	3042316	3042416	0	0	0	0	1
425	5.0	3042416	18	3042416	3042516	0	0	0	0	1
426	0.0	3042516	18	3042516	3042616	0	0	0	0	1
427	1.0	3042616	18	3042616	3042716	0	0	0	0	1
428	0.0	3042716	18	3042716	3042816	0	0	0	0	1
429	0.0	3042816	18	3042816	3042916	0	0	0	0	1
430	0.0	3042916	18	3042916	3043016	0	0	0	0	1
431	0.0	3043016	18	3043016	3043116	0	0	0	0	1
432	0.0	3043116	18	3043116	3043216	0	0	0	0	1
433	0.0	3043216	18	3043216	3043316	0	0	0	0	1
434	0.0	3043316	18	3043316	3043416	0	0	0	0	1
435	0.0	3043416	18	3043416	3043516	0	0	0	0	1
436	0.0	3043516	18	3043516	3043616	0	0	0	0	1
437	0.0	3043616	18	3043616	3043716	0	0	0	0	1
438	0.0	3043716	18	3043716	3043816	0	0	0	0	1
439	0.0	3043816	18	3043816	3043916	0	0	0	0	1
440	0.0	3043916	18	3043916	3044016	0	0	0	0	1
441	0.0	3044016	18	3044016	3044116	0	0	0	0	1
442	0.0	3044116	18	3044116	3044216	0	0	0	0	1
443	0.0	3044216	18	3044216	3044316	0	0	0	0	1
444	3.0	3044316	18	3044316	3044416	0	0	0	0	1
445	0.0	3044416	18	3044416	3044516	0	0	0	0	1
446	0.0	3044516	18	3044516	3044616	0	0	0	0	1
447	1.0	3044616	18	3044616	3044716	0	0	0	0	1
448	5.0	3044716	18	3044716	3044816	0	0	0	0	1
449	0.0	3044816	18	3044816	3044916	0	0	0	0	1
450	0.0	3044916	18	3044916	3045016	0	0	0	0	1
451	0.0	3045016	18	3045016	3045116	0	0	0	0	1
452	0.0	3045116	18	3045116	3045216	0	0	0	0	1
453	0.0	3045216	18	3045216	3045316	0	0	0	0	1
454	3.0	3045316	18	3045316	3045416	0	0	0	0	1
455	0.0	3045416	18	3045416	3045516	0	0	0	0	1
456	0.0	3045516	18	3045516	3045616	0	0	0	0	1
457	1.0	3045616	18	3045616	3045716	0	0	0	0	1
458	0.0	3045716	18	3045716	3045816	0	0	0	0	1
459	1.0	3045816	18	3045816	3045916	0	0	0	0	1
460	1.0	3045916	18	3045916	3046016	0	0	0	0	1
461	1.0	3046016	18	3046016	3046116	0	0	0	0	1
462	3.0	3046116	18	3046116	3046216	0	0	0	0	1
