S0_R1	S0_R2	S1_R1	S1_R2	S2_R1	S2_R2	Chromosome	Source	Feature	Start	End	Score	Strand	Frame	gene_type	gene_name	level	mgi_id	havana_gene	transcript_id	transcript_type	transcript_name	transcript_support_level	tag	havana_transcript	exon_number	exon_id	protein_id	ccdsid	ont	total	gene_id
0.0	0.0	0.0	0.0	0.0	0.0	3	HAVANA	gene	138164077.0	138239663.0	.	-	.	protein_coding	4930579F01Rik	2	MGI:1914991	OTTMUSG00000052806.2												0.0	ENSMUSG00000012042
0.0	0.0	0.0	0.0	0.0	0.0	6	HAVANA	gene	41852988.0	41864413.0	.	+	.	protein_coding	Sval2	1	MGI:1934254	OTTMUSG00000026916.1												0.0	ENSMUSG00000014104
0.0	0.0	0.0	0.0	0.0	0.0	6	HAVANA	gene	83644541.0	83656187.0	.	-	.	protein_coding	Clec4f	2	MGI:1859834	OTTMUSG00000027021.4												0.0	ENSMUSG00000014542
0.0	0.0	0.0	0.0	0.0	0.0	6	HAVANA	gene	129831153.0	129876672.0	.	-	.	protein_coding	Klra17	2	MGI:2180674	OTTMUSG00000026518.4												0.0	ENSMUSG00000014543
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	15519207.0	15527301.0	.	-	.	protein_coding	Pdcd2	1	MGI:104643	OTTMUSG00000032972.2												0.0	ENSMUSG00000014771
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	28972287.0	28986303.0	.	-	.	protein_coding	2310057J18Rik	2	MGI:1914969	OTTMUSG00000028053.1												0.0	ENSMUSG00000015519
0.0	0.0	0.0	0.0	0.0	0.0	3	HAVANA	gene	87250757.0	87263738.0	.	-	.	protein_coding	Fcrls	2	MGI:1933397	OTTMUSG00000027492.2												0.0	ENSMUSG00000015852
0.0	0.0	0.0	0.0	0.0	0.0	3	HAVANA	gene	87357880.0	87371073.0	.	+	.	protein_coding	Cd5l	2	MGI:1334419	OTTMUSG00000051776.1												0.0	ENSMUSG00000015854
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	164275951.0	164278459.0	.	-	.	protein_coding	Svs4	2	MGI:98450	OTTMUSG00000001083.2												0.0	ENSMUSG00000016998
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	164316750.0	164318453.0	.	+	.	protein_coding	Svs6	2	MGI:106178	OTTMUSG00000001086.1												0.0	ENSMUSG00000017000
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	164354069.0	164389095.0	.	-	.	protein_coding	Slpi	2	MGI:109297	OTTMUSG00000001167.4					ncRNA_host							0.0	ENSMUSG00000017002
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	164289267.0	164291500.0	.	+	.	protein_coding	Svs3a	1	MGI:1927635	OTTMUSG00000001084.2												0.0	ENSMUSG00000017003
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	164332739.0	164334396.0	.	+	.	protein_coding	Svs5	2	MGI:98453	OTTMUSG00000001085.2												0.0	ENSMUSG00000017004
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	164777160.0	164779967.0	.	-	.	protein_coding	Tnnc2	2	MGI:98780	OTTMUSG00000001103.2												0.0	ENSMUSG00000017300
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	164698500.0	164702453.0	.	+	.	protein_coding	Spint4	2	MGI:1925489	OTTMUSG00000001098.2												0.0	ENSMUSG00000017310
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	164588342.0	164593594.0	.	-	.	protein_coding	Eppin	2	MGI:1922776	OTTMUSG00000001094.1												0.0	ENSMUSG00000017733
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	164826388.0	164828537.0	.	-	.	protein_coding	Spata25	2	MGI:1922892	OTTMUSG00000001108.3												0.0	ENSMUSG00000017767
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	164214453.0	164221660.0	.	-	.	protein_coding	Wfdc15b	2	MGI:2445041	OTTMUSG00000001082.3												0.0	ENSMUSG00000018211
0.0	0.0	0.0	0.0	0.0	0.0	6	HAVANA	gene	42584865.0	42597692.0	.	-	.	protein_coding	Tcaf3	2	MGI:3042585	OTTMUSG00000026941.2												0.0	ENSMUSG00000018656
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	57145996.0	57149777.0	.	-	.	protein_coding	Cd70	2	MGI:1195273	OTTMUSG00000072429.1												0.0	ENSMUSG00000019489
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	3540239.0	3554877.0	.	+	.	protein_coding	Iyd	2	MGI:1917587	OTTMUSG00000027509.1												0.0	ENSMUSG00000019762
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	5639217.0	5647617.0	.	+	.	protein_coding	Vip	2	MGI:98933	OTTMUSG00000063563.1												0.0	ENSMUSG00000019772
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	33080553.0	33476709.0	.	+	.	protein_coding	Trdn	2	MGI:1924007	OTTMUSG00000064097.2					overlapping_locus							0.0	ENSMUSG00000019787
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	13149539.0	13178023.0	.	-	.	protein_coding	Zc2hc1b	2	MGI:1922372	OTTMUSG00000065000.2												0.0	ENSMUSG00000019815
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	40570335.0	40604132.0	.	+	.	protein_coding	Slc22a16	2	MGI:1918090	OTTMUSG00000024011.1												0.0	ENSMUSG00000019834
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	97644067.0	97682454.0	.	+	.	protein_coding	Epyc	2	MGI:107942	OTTMUSG00000024039.1												0.0	ENSMUSG00000019936
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	68430952.0	68541896.0	.	-	.	protein_coding	Cabcoco1	2	MGI:1920537	OTTMUSG00000022968.4												0.0	ENSMUSG00000019945
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	19712569.0	19760053.0	.	+	.	protein_coding	Il20ra	2	MGI:3605069	OTTMUSG00000063784.2												0.0	ENSMUSG00000020007
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	23851461.0	23869843.0	.	+	.	protein_coding	Vnn3	2	MGI:1347055	OTTMUSG00000020916.1												0.0	ENSMUSG00000020010
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	62252437.0	62265990.0	.	+	.	protein_coding	Tacr2	2	MGI:98477	OTTMUSG00000064991.1												0.0	ENSMUSG00000020081
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	61171953.0	61188841.0	.	+	.	protein_coding	Tbata	2	MGI:1923820	OTTMUSG00000031951.4												0.0	ENSMUSG00000020096
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	79886246.0	79888215.0	.	+	.	protein_coding	Elane	2	MGI:2679229	OTTMUSG00000064918.1												0.0	ENSMUSG00000020125
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	112060188.0	112078510.0	.	+	.	protein_coding	Glipr1l1	2	MGI:1916536	OTTMUSG00000064204.1												0.0	ENSMUSG00000020213
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	112083353.0	112108098.0	.	+	.	protein_coding	Glipr1l2	2	MGI:1914787	OTTMUSG00000027783.1												0.0	ENSMUSG00000020214
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	76147450.0	76189265.0	.	+	.	protein_coding	Slc5a4a	2	MGI:1927848	OTTMUSG00000065098.1												0.0	ENSMUSG00000020229
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	79781473.0	79790961.0	.	-	.	protein_coding	Prss57	2	MGI:1920356	OTTMUSG00000035141.1												0.0	ENSMUSG00000020323
0.0	0.0	0.0	0.0	0.0	0.0	12	HAVANA	gene	36208344.0	36253398.0	.	-	.	protein_coding	Lrrc72	1	MGI:1920830	OTTMUSG00000027602.3												0.0	ENSMUSG00000020545
0.0	0.0	0.0	0.0	0.0	0.0	12	HAVANA	gene	32173472.0	32208659.0	.	-	.	protein_coding	Pik3cg	2	MGI:1353576	OTTMUSG00000033083.2												0.0	ENSMUSG00000020573
0.0	0.0	0.0	0.0	0.0	0.0	12	HAVANA	gene	35992906.0	36004087.0	.	+	.	protein_coding	Agr2	2	MGI:1344405	OTTMUSG00000019765.1												0.0	ENSMUSG00000020581
0.0	0.0	0.0	0.0	0.0	0.0	12	HAVANA	gene	28437794.0	28552399.0	.	-	.	protein_coding	Dcdc2c	2	MGI:1915761	OTTMUSG00000048284.3					overlapping_locus							0.0	ENSMUSG00000020633
0.0	0.0	0.0	0.0	0.0	0.0	12	HAVANA	gene	28553754.0	28582523.0	.	-	.	protein_coding	Allc	2	MGI:2136971	OTTMUSG00000023258.1												0.0	ENSMUSG00000020636
0.0	0.0	0.0	0.0	0.0	0.0	12	HAVANA	gene	31519826.0	31559969.0	.	-	.	protein_coding	Slc26a4	2	MGI:1346029	OTTMUSG00000065104.1												0.0	ENSMUSG00000020651
0.0	0.0	0.0	0.0	0.0	0.0	12	HAVANA	gene	104857370.0	104871535.0	.	+	.	lincRNA	4930408O17Rik	2	MGI:1921178	OTTMUSG00000066235.1												0.0	ENSMUSG00000021101
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	48089318.0	48090918.0	.	+	.	protein_coding	1700067P10Rik	2	MGI:1915474	OTTMUSG00000072575.1												0.0	ENSMUSG00000021545
0.0	0.0	0.0	0.0	0.0	0.0	12	HAVANA	gene	98268634.0	98276644.0	.	+	.	protein_coding	Gpr65	2	MGI:108031	OTTMUSG00000065730.1												0.0	ENSMUSG00000021886
0.0	0.0	0.0	0.0	0.0	0.0	3	HAVANA	gene	122895071.0	122899506.0	.	+	.	protein_coding	Fabp2	2	MGI:95478	OTTMUSG00000035257.1												0.0	ENSMUSG00000023057
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	53829636.0	53846339.0	.	-	.	protein_coding	Sult1c2	2	MGI:1916333	OTTMUSG00000028466.1												0.0	ENSMUSG00000023122
0.0	0.0	0.0	0.0	0.0	0.0	6	HAVANA	gene	78395622.0	78408106.0	.	+	.	protein_coding	Reg2	2	MGI:97896	OTTMUSG00000057465.3												0.0	ENSMUSG00000023140
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	25823152.0	25825537.0	.	+	.	protein_coding	Lcn9	2	MGI:1924954	OTTMUSG00000012630.1												0.0	ENSMUSG00000023210
0.0	0.0	0.0	0.0	0.0	0.0	6	HAVANA	gene	42038393.0	42042851.0	.	+	.	protein_coding	Sva	2	MGI:102785	OTTMUSG00000026931.2												0.0	ENSMUSG00000023289
0.0	0.0	0.0	0.0	0.0	0.0	6	HAVANA	gene	123229842.0	123247021.0	.	+	.	protein_coding	Clec4n	1	MGI:1861231	OTTMUSG00000027044.2												0.0	ENSMUSG00000023349
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	33064142.0	33068025.0	.	-	.	transcribed_processed_pseudogene	Phf8-ps	1	MGI:1921292	OTTMUSG00000073102.2					pseudo_consens							0.0	ENSMUSG00000023350
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	3635239.0	3696261.0	.	-	.	protein_coding	Nox3	2	MGI:2681162	OTTMUSG00000021040.1												0.0	ENSMUSG00000023802
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	12648868.0	12675829.0	.	-	.	protein_coding	Slc22a1	2	MGI:108111	OTTMUSG00000072131.1												0.0	ENSMUSG00000023829
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	43474323.0	43502812.0	.	-	.	protein_coding	Mep1a	2	MGI:96963	OTTMUSG00000029860.1												0.0	ENSMUSG00000023914
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	40811125.0	40840754.0	.	+	.	protein_coding	Rhag	2	MGI:1202713	OTTMUSG00000026302.2												0.0	ENSMUSG00000023926
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	40764019.0	40807003.0	.	-	.	protein_coding	Crisp2	2	MGI:98815	OTTMUSG00000028301.3												0.0	ENSMUSG00000023930
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	53961614.0	53990674.0	.	-	.	protein_coding	Sult1c1	2	MGI:102928	OTTMUSG00000028468.1												0.0	ENSMUSG00000023943
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	48346400.0	48354147.0	.	+	.	protein_coding	Trem2	2	MGI:1913150	OTTMUSG00000021045.1												0.0	ENSMUSG00000023992
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	48359915.0	48367176.0	.	+	.	protein_coding	Treml1	2	MGI:1918576	OTTMUSG00000068873.3												0.0	ENSMUSG00000023993
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	31141048.0	31144282.0	.	-	.	protein_coding	Tff2	2	MGI:1306805	OTTMUSG00000020098.1												0.0	ENSMUSG00000024028
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	31179264.0	31198977.0	.	-	.	protein_coding	Tmprss3	1	MGI:2155445	OTTMUSG00000020097.3												0.0	ENSMUSG00000024034
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	31677806.0	31681733.0	.	+	.	protein_coding	Cryaa	2	MGI:88515	OTTMUSG00000069281.4												0.0	ENSMUSG00000024041
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	73883894.0	73950196.0	.	-	.	protein_coding	Xdh	2	MGI:98973	OTTMUSG00000072353.3												0.0	ENSMUSG00000024066
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	64832522.0	64836071.0	.	-	.	protein_coding	4930583I09Rik	2	MGI:1925307	OTTMUSG00000072478.1												0.0	ENSMUSG00000024088
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	66554504.0	66594621.0	.	-	.	protein_coding	Themis3	2	MGI:1921806	OTTMUSG00000029801.3												0.0	ENSMUSG00000024105
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	23868055.0	23873114.0	.	+	.	protein_coding	Prss21	2	MGI:1916698	OTTMUSG00000023199.2												0.0	ENSMUSG00000024116
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	23972125.0	23980566.0	.	-	.	protein_coding	Prss30	2	MGI:1353645	OTTMUSG00000023161.4												0.0	ENSMUSG00000024124
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	23953083.0	23955274.0	.	-	.	protein_coding	Sbpl	2	MGI:3694550	OTTMUSG00000072842.1												0.0	ENSMUSG00000024125
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	23941671.0	23945607.0	.	+	.	protein_coding	Sbp	2	MGI:106021	OTTMUSG00000043616.5												0.0	ENSMUSG00000024128
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	25308645.0	25311876.0	.	+	.	protein_coding	Prss28	2	MGI:2149951	OTTMUSG00000033715.2												0.0	ENSMUSG00000024171
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	25343244.0	25345562.0	.	-	.	protein_coding	Tpsab1	2	MGI:96943	OTTMUSG00000033716.2												0.0	ENSMUSG00000024173
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	25454614.0	25476602.0	.	+	.	protein_coding	Tekt4	2	MGI:1919090	OTTMUSG00000035768.5												0.0	ENSMUSG00000024175
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	28549410.0	28552620.0	.	+	.	protein_coding	Clpsl2	2	MGI:2685595	OTTMUSG00000024248.2												0.0	ENSMUSG00000024224
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	34354821.0	34369495.0	.	+	.	protein_coding	Btnl2	2	MGI:1859549	OTTMUSG00000020172.2												0.0	ENSMUSG00000024340
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	34801347.0	34804561.0	.	-	.	protein_coding	Cyp21a1	2	MGI:88591	OTTMUSG00000037259.1												0.0	ENSMUSG00000024365
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	36322857.0	36326155.0	.	-	.	protein_coding	H2-M10.1	1	MGI:1276522	OTTMUSG00000014942.2												0.0	ENSMUSG00000024448
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	127990935.0	128007611.0	.	-	.	protein_coding	Hsd17b6	2	MGI:1351670	OTTMUSG00000064923.1												0.0	ENSMUSG00000025396
0.0	0.0	0.0	0.0	0.0	0.0	10	HAVANA	gene	127724477.0	127731768.0	.	+	.	protein_coding	Tac2	2	MGI:98476	OTTMUSG00000064812.1												0.0	ENSMUSG00000025400
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	40293757.0	40319207.0	.	-	.	protein_coding	Crisp1	2	MGI:102553	OTTMUSG00000037980.1												0.0	ENSMUSG00000025431
0.0	0.0	0.0	0.0	0.0	0.0	17	HAVANA	gene	40221776.0	40242288.0	.	-	.	protein_coding	Crisp3	2	MGI:102552	OTTMUSG00000028254.1												0.0	ENSMUSG00000025433
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	22227502.0	22618252.0	.	+	.	protein_coding	Myo3a	2	MGI:2183924	OTTMUSG00000011499.3					fragmented_locus							0.0	ENSMUSG00000025716
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	87506564.0	87510872.0	.	+	.	protein_coding	Pramel6	2	MGI:2156390	OTTMUSG00000013783.1												0.0	ENSMUSG00000025838
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	3341981.0	3397210.0	.	-	.	protein_coding	Olah	2	MGI:2139018	OTTMUSG00000010776.2												0.0	ENSMUSG00000026645
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	3409042.0	3422648.0	.	-	.	protein_coding	Meig1	2	MGI:1202878	OTTMUSG00000010782.2												0.0	ENSMUSG00000026650
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	4976121.0	4985748.0	.	+	.	protein_coding	Ucma	2	MGI:1915777	OTTMUSG00000010819.2												0.0	ENSMUSG00000026668
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	19462836.0	19553914.0	.	-	.	protein_coding	4921504E06Rik	2	MGI:1918087	OTTMUSG00000011523.4					overlapping_locus							0.0	ENSMUSG00000026734
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	57997883.0	58045860.0	.	+	.	protein_coding	Galnt5	2	MGI:2179403	OTTMUSG00000012598.1												0.0	ENSMUSG00000026828
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	58045112.0	58052864.0	.	-	.	protein_coding	Ermn	2	MGI:1925017	OTTMUSG00000012597.1												0.0	ENSMUSG00000026830
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	28076377.0	28084885.0	.	-	.	protein_coding	Fcnb	2	MGI:1341158	OTTMUSG00000011624.4												0.0	ENSMUSG00000026835
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	34983330.0	35061438.0	.	-	.	protein_coding	Hc	2	MGI:96031	OTTMUSG00000012274.3												0.0	ENSMUSG00000026874
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	35354217.0	35367729.0	.	-	.	protein_coding	4930568D16Rik	2	MGI:1923109	OTTMUSG00000012256.2												0.0	ENSMUSG00000026882
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	26667673.0	26671282.0	.	-	.	protein_coding	Lcn4	2	MGI:102668	OTTMUSG00000011582.1												0.0	ENSMUSG00000026919
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	25765568.0	25768099.0	.	+	.	protein_coding	Lcn3	2	MGI:102669	OTTMUSG00000012627.2												0.0	ENSMUSG00000026936
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	25657951.0	25661977.0	.	+	.	protein_coding	Lcn5	2	MGI:1277241	OTTMUSG00000012512.1												0.0	ENSMUSG00000026937
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	25490844.0	25493911.0	.	-	.	protein_coding	Lcn12	2	MGI:1924951	OTTMUSG00000012121.1												0.0	ENSMUSG00000026943
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	24215417.0	24225702.0	.	+	.	protein_coding	Il1f6	2	MGI:1859324	OTTMUSG00000011962.1												0.0	ENSMUSG00000026984
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	24153160.0	24160519.0	.	+	.	protein_coding	Il1f8	2	MGI:1916927	OTTMUSG00000011961.1												0.0	ENSMUSG00000026985
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	59484652.0	59505020.0	.	+	.	protein_coding	Dapl1	2	MGI:1923997	OTTMUSG00000012705.1												0.0	ENSMUSG00000026989
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	84988214.0	84993886.0	.	+	.	protein_coding	Prg3	2	MGI:1858200	OTTMUSG00000013452.1												0.0	ENSMUSG00000027072
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	84980460.0	84983632.0	.	+	.	protein_coding	Prg2	2	MGI:103294	OTTMUSG00000013454.1												0.0	ENSMUSG00000027073
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	107056139.0	107059656.0	.	-	.	protein_coding	Fshb	2	MGI:95582	OTTMUSG00000015038.1												0.0	ENSMUSG00000027120
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	111162060.0	111229602.0	.	-	.	protein_coding	A26c3	2	MGI:1914825	OTTMUSG00000015188.6												0.0	ENSMUSG00000027157
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	122302190.0	122313730.0	.	-	.	protein_coding	Duoxa1	2	MGI:2384861	OTTMUSG00000015567.2												0.0	ENSMUSG00000027224
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	134497360.0	134554368.0	.	-	.	protein_coding	Hao1	2	MGI:96011	OTTMUSG00000015450.1												0.0	ENSMUSG00000027261
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	130576172.0	130577054.0	.	+	.	protein_coding	Oxt	2	MGI:97453	OTTMUSG00000015519.1												0.0	ENSMUSG00000027301
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	131069219.0	131086765.0	.	-	.	protein_coding	Siglec1	2	MGI:99668	OTTMUSG00000015684.2												0.0	ENSMUSG00000027322
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	116878690.0	116892494.0	.	+	.	protein_coding	Tmco5	2	MGI:1914606	OTTMUSG00000015250.2												0.0	ENSMUSG00000027355
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	130112415.0	130154232.0	.	+	.	protein_coding	Tgm6	2	MGI:3044321	OTTMUSG00000015503.1												0.0	ENSMUSG00000027403
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	144823655.0	144824415.0	.	+	.	protein_coding	Scp2d1	2	MGI:1913578	OTTMUSG00000004237.2												0.0	ENSMUSG00000027431
0.0	0.0	0.0	0.0	0.0	0.0	2	HAVANA	gene	148798784.0	148805595.0	.	+	.	protein_coding	Cst8	2	MGI:107161	OTTMUSG00000015719.1												0.0	ENSMUSG00000027442
